,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
327,2020 May 7,"[{'name': 'Jiménez-Ruiz E', 'authtype': 'Author'}, {'name': 'Hassanzadeh O', 'authtype': 'Author'}, {'name': 'Efthymiou V', 'authtype': 'Author'}, {'name': 'Chen J', 'authtype': 'Author'}, {'name': 'Srinivas K', 'authtype': 'Author'}]",SemTab 2019: Resources to Benchmark Tabular Data to Knowledge Graph Matching Systems,The Semantic Web,0,10.1007/978-3-030-49461-2_30,PMC7250611
328,2020 May 6,"[{'name': 'Giarelis N', 'authtype': 'Author'}, {'name': 'Kanakaris N', 'authtype': 'Author'}, {'name': 'Karacapilidis N', 'authtype': 'Author'}]",An Innovative Graph-Based Approach to Advance Feature Selection from Multiple Textual Documents,Artificial Intelligence Applications and Innovations,0,10.1007/978-3-030-49161-1_9,PMC7256382
329,2020 May 5,"[{'name': 'Mukhamedshin D', 'authtype': 'Author'}, {'name': 'Nevzorova O', 'authtype': 'Author'}, {'name': 'Kirillovich A', 'authtype': 'Author'}]","Using FLOSS for Storing, Processing and Linking Corpus Data",Open Source Systems,0,10.1007/978-3-030-47240-5_17,PMC7198243
330,2020 May 4,"[{'name': 'Drakopoulos G', 'authtype': 'Author'}, {'name': 'Giannoukou I', 'authtype': 'Author'}, {'name': 'Mylonas P', 'authtype': 'Author'}, {'name': 'Sioutas S', 'authtype': 'Author'}]","The Converging Triangle of Cultural Content, Cognitive Science, and Behavioral Economics",Artificial Intelligence Applications and Innovations. AIAI 2020 IFIP WG 12.5 International Workshops,0,10.1007/978-3-030-49190-1_18,PMC7256426
331,2020 Apr 29,"[{'name': 'Piperagkas G', 'authtype': 'Author'}, {'name': 'Angarita R', 'authtype': 'Author'}, {'name': 'Issarny V', 'authtype': 'Author'}]","Social Participation Network: Linking Things, Services and People to Support Participatory Processes",Advanced Information Systems Engineering Workshops,0,10.1007/978-3-030-49165-9_10,PMC7225519
332,2020 Apr 27,"[{'name': 'Recanatini M', 'authtype': 'Author'}, {'name': 'Cabrelle C', 'authtype': 'Author'}]",Drug Research Meets Network Science: Where Are We?,Journal of Medicinal Chemistry,32338900,10.1021/acs.jmedchem.9b01989,PMC8007104
333,2020 Apr 17,"[{'name': 'van Bilsen JH', 'authtype': 'Author'}, {'name': 'Dulos R', 'authtype': 'Author'}, {'name': 'van Stee MF', 'authtype': 'Author'}, {'name': 'Meima MY', 'authtype': 'Author'}, {'name': 'Rouhani Rankouhi T', 'authtype': 'Author'}, {'name': 'Neergaard Jacobsen L', 'authtype': 'Author'}, {'name': 'Staudt Kvistgaard A', 'authtype': 'Author'}, {'name': 'Garthoff JA', 'authtype': 'Author'}, {'name': 'Knippels LM', 'authtype': 'Author'}, {'name': 'Knipping K', 'authtype': 'Author'}, {'name': 'Houben GF', 'authtype': 'Author'}, {'name': 'Verschuren L', 'authtype': 'Author'}, {'name': 'Meijerink M', 'authtype': 'Author'}, {'name': 'Krishnan S', 'authtype': 'Author'}]",Seeking Windows of Opportunity to Shape Lifelong Immune Health: A Network-Based Strategy to Predict and Prioritize Markers of Early Life Immune Modulation,Frontiers in Immunology,32362896,10.3389/fimmu.2020.00644,PMC7182036
334,2020 Apr 15,"[{'name': 'Cowman T', 'authtype': 'Author'}, {'name': 'Coşkun M', 'authtype': 'Author'}, {'name': 'Grama A', 'authtype': 'Author'}, {'name': 'Koyutürk M', 'authtype': 'Author'}]",Integrated querying and version control of context-specific biological networks,Database: The Journal of Biological Databases and Curation,32294194,10.1093/database/baaa018,PMC7158887
335,2020 Apr 11,"[{'name': 'Queralt-Rosinach N', 'authtype': 'Author'}, {'name': 'Stupp GS', 'authtype': 'Author'}, {'name': 'Li TS', 'authtype': 'Author'}, {'name': 'Mayers M', 'authtype': 'Author'}, {'name': 'Hoatlin ME', 'authtype': 'Author'}, {'name': 'Might M', 'authtype': 'Author'}, {'name': 'Good BM', 'authtype': 'Author'}, {'name': 'Su AI', 'authtype': 'Author'}]",Structured reviews for data and knowledge-driven research,Database: The Journal of Biological Databases and Curation,32283553,10.1093/database/baaa015,PMC7153956
336,2020 Apr 7,"[{'name': 'Callahan TJ', 'authtype': 'Author'}, {'name': 'Tripodi IJ', 'authtype': 'Author'}, {'name': 'Pielke-Lombardo H', 'authtype': 'Author'}, {'name': 'Hunter LE', 'authtype': 'Author'}]",Knowledge-Based Biomedical Data Science,Annual review of biomedical data science,33954284,10.1146/annurev-biodatasci-010820-091627,PMC8095730
337,2020 Mar 24,"[{'name': 'Kamphuis C', 'authtype': 'Author'}]",Graph Databases for Information Retrieval,Advances in Information Retrieval,0,10.1007/978-3-030-45442-5_79,PMC7148032
338,2020 Mar 17,"[{'name': 'Witschel HF', 'authtype': 'Author'}, {'name': 'Riesen K', 'authtype': 'Author'}, {'name': 'Grether L', 'authtype': 'Author'}]",KvGR: A Graph-Based Interface for Explorative Sequential Question Answering on Heterogeneous Information Sources,Advances in Information Retrieval,0,10.1007/978-3-030-45439-5_50,PMC7148211
339,2020 Mar 11,"[{'name': 'Angles R', 'authtype': 'Author'}, {'name': 'Arenas-Salinas M', 'authtype': 'Author'}, {'name': 'García R', 'authtype': 'Author'}, {'name': 'Reyes-Suarez JA', 'authtype': 'Author'}, {'name': 'Pohl E', 'authtype': 'Author'}]","GSP4PDB: a web tool to visualize, search and explore protein-ligand structural patterns",BMC Bioinformatics,32164553,10.1186/s12859-020-3352-x,PMC7068854
340,2020 Feb 28,"[{'name': 'Woody SK', 'authtype': 'Author'}, {'name': 'Burdick D', 'authtype': 'Author'}, {'name': 'Lapp H', 'authtype': 'Author'}, {'name': 'Huang ES', 'authtype': 'Author'}]",Application programming interfaces for knowledge transfer and generation in the life sciences and healthcare,NPJ Digital Medicine,32140567,10.1038/s41746-020-0235-5,PMC7048845
341,2020 Feb 27,"[{'name': 'Li X', 'authtype': 'Author'}, {'name': 'Liu H', 'authtype': 'Author'}, {'name': 'Zhao X', 'authtype': 'Author'}, {'name': 'Zhang G', 'authtype': 'Author'}, {'name': 'Xing C', 'authtype': 'Author'}]",Automatic approach for constructing a knowledge graph of knee osteoarthritis in Chinese,Health Information Science and Systems,32175080,10.1007/s13755-020-0102-4,PMC7046853
342,2020 Feb 25,"[{'name': 'Struck A', 'authtype': 'Author'}, {'name': 'Walsh B', 'authtype': 'Author'}, {'name': 'Buchanan A', 'authtype': 'Author'}, {'name': 'Lee JA', 'authtype': 'Author'}, {'name': 'Spangler R', 'authtype': 'Author'}, {'name': 'Stuart JM', 'authtype': 'Author'}, {'name': 'Ellrott K', 'authtype': 'Author'}]",Exploring Integrative Analysis Using the BioMedical Evidence Graph,JCO Clinical Cancer Informatics,32097025,10.1200/CCI.19.00110,PMC7049249
343,2020 Feb 24,"[{'name': 'Vos RA', 'authtype': 'Author'}, {'name': 'Katayama T', 'authtype': 'Author'}, {'name': 'Mishima H', 'authtype': 'Author'}, {'name': 'Kawano S', 'authtype': 'Author'}, {'name': 'Kawashima S', 'authtype': 'Author'}, {'name': 'Kim JD', 'authtype': 'Author'}, {'name': 'Moriya Y', 'authtype': 'Author'}, {'name': 'Tokimatsu T', 'authtype': 'Author'}, {'name': 'Yamaguchi A', 'authtype': 'Author'}, {'name': 'Yamamoto Y', 'authtype': 'Author'}, {'name': 'Wu H', 'authtype': 'Author'}, {'name': 'Amstutz P', 'authtype': 'Author'}, {'name': 'Antezana E', 'authtype': 'Author'}, {'name': 'Aoki NP', 'authtype': 'Author'}, {'name': 'Arakawa K', 'authtype': 'Author'}, {'name': 'Bolleman JT', 'authtype': 'Author'}, {'name': 'Bolton E', 'authtype': 'Author'}, {'name': 'Bonnal RJ', 'authtype': 'Author'}, {'name': 'Bono H', 'authtype': 'Author'}, {'name': 'Burger K', 'authtype': 'Author'}, {'name': 'Chiba H', 'authtype': 'Author'}, {'name': 'Cohen KB', 'authtype': 'Author'}, {'name': 'Deutsch EW', 'authtype': 'Author'}, {'name': 'Fernández-Breis JT', 'authtype': 'Author'}, {'name': 'Fu G', 'authtype': 'Author'}, {'name': 'Fujisawa T', 'authtype': 'Author'}, {'name': 'Fukushima A', 'authtype': 'Author'}, {'name': 'García A', 'authtype': 'Author'}, {'name': 'Goto N', 'authtype': 'Author'}, {'name': 'Groza T', 'authtype': 'Author'}, {'name': 'Hercus C', 'authtype': 'Author'}, {'name': 'Hoehndorf R', 'authtype': 'Author'}, {'name': 'Itaya K', 'authtype': 'Author'}, {'name': 'Juty N', 'authtype': 'Author'}, {'name': 'Kawashima T', 'authtype': 'Author'}, {'name': 'Kim JH', 'authtype': 'Author'}, {'name': 'Kinjo AR', 'authtype': 'Author'}, {'name': 'Kotera M', 'authtype': 'Author'}, {'name': 'Kozaki K', 'authtype': 'Author'}, {'name': 'Kumagai S', 'authtype': 'Author'}, {'name': 'Kushida T', 'authtype': 'Author'}, {'name': 'Lütteke T', 'authtype': 'Author'}, {'name': 'Matsubara M', 'authtype': 'Author'}, {'name': 'Miyamoto J', 'authtype': 'Author'}, {'name': 'Mohsen A', 'authtype': 'Author'}, {'name': 'Mori H', 'authtype': 'Author'}, {'name': 'Naito Y', 'authtype': 'Author'}, {'name': 'Nakazato T', 'authtype': 'Author'}, {'name': 'Nguyen-Xuan J', 'authtype': 'Author'}, {'name': 'Nishida K', 'authtype': 'Author'}, {'name': 'Nishida N', 'authtype': 'Author'}, {'name': 'Nishide H', 'authtype': 'Author'}, {'name': 'Ogishima S', 'authtype': 'Author'}, {'name': 'Ohta T', 'authtype': 'Author'}, {'name': 'Okuda S', 'authtype': 'Author'}, {'name': 'Paten B', 'authtype': 'Author'}, {'name': 'Perret JL', 'authtype': 'Author'}, {'name': 'Prathipati P', 'authtype': 'Author'}, {'name': 'Prins P', 'authtype': 'Author'}, {'name': 'Queralt-Rosinach N', 'authtype': 'Author'}, {'name': 'Shinmachi D', 'authtype': 'Author'}, {'name': 'Suzuki S', 'authtype': 'Author'}, {'name': 'Tabata T', 'authtype': 'Author'}, {'name': 'Takatsuki T', 'authtype': 'Author'}, {'name': 'Taylor K', 'authtype': 'Author'}, {'name': 'Thompson M', 'authtype': 'Author'}, {'name': 'Uchiyama I', 'authtype': 'Author'}, {'name': 'Vieira B', 'authtype': 'Author'}, {'name': 'Wei CH', 'authtype': 'Author'}, {'name': 'Wilkinson M', 'authtype': 'Author'}, {'name': 'Yamada I', 'authtype': 'Author'}, {'name': 'Yamanaka R', 'authtype': 'Author'}, {'name': 'Yoshitake K', 'authtype': 'Author'}, {'name': 'Yoshizawa AC', 'authtype': 'Author'}, {'name': 'Dumontier M', 'authtype': 'Author'}, {'name': 'Kosaki K', 'authtype': 'Author'}, {'name': 'Takagi T', 'authtype': 'Author'}]",BioHackathon 2015: Semantics of data for life sciences and reproducible research,F1000Research,32308977,10.12688/f1000research.18236.1,PMC7141167
344,2020 Feb 18,"[{'name': 'Rizvi RF', 'authtype': 'Author'}, {'name': 'Vasilakes J', 'authtype': 'Author'}, {'name': 'Adam TJ', 'authtype': 'Author'}, {'name': 'Melton GB', 'authtype': 'Author'}, {'name': 'Bishop JR', 'authtype': 'Author'}, {'name': 'Bian J', 'authtype': 'Author'}, {'name': 'Tao C', 'authtype': 'Author'}, {'name': 'Zhang R', 'authtype': 'Author'}]",iDISK: the integrated DIetary Supplements Knowledge base,Journal of the American Medical Informatics Association : JAMIA,32068839,10.1093/jamia/ocz216,PMC7075538
345,2020 Feb 13,"[{'name': 'Mei S', 'authtype': 'Author'}, {'name': 'Huang X', 'authtype': 'Author'}, {'name': 'Xie C', 'authtype': 'Author'}, {'name': 'Mora A', 'authtype': 'Author'}]",GREG—studying transcriptional regulation using integrative graph databases,Database: The Journal of Biological Databases and Curation,32055858,10.1093/database/baz162,PMC7018612
346,2020 Feb 8,"[{'name': 'Lara-Navarra P', 'authtype': 'Author'}, {'name': 'Falciani H', 'authtype': 'Author'}, {'name': 'Sánchez-Pérez EA', 'authtype': 'Author'}, {'name': 'Ferrer-Sapena A', 'authtype': 'Author'}]",Information Management in Healthcare and Environment: Towards an Automatic System for Fake News Detection,International Journal of Environmental Research and Public Health,32046238,10.3390/ijerph17031066,PMC7037767
347,2020 Feb 6,"[{'name': 'Bukhari SA', 'authtype': 'Author'}, {'name': 'Mandell J', 'authtype': 'Author'}, {'name': 'Kleinstein SH', 'authtype': 'Author'}, {'name': 'Cheung KH', 'authtype': 'Author'}]",A linked data graph approach to integration of immunological data,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,34707915,10.1109/bibm47256.2019.8982986,PMC8547546
348,2020 Feb 4,"[{'name': 'Cimmino A', 'authtype': 'Author'}, {'name': 'Poveda-Villalón M', 'authtype': 'Author'}, {'name': 'García-Castro\xa0 R', 'authtype': 'Author'}]",eWoT: A Semantic Interoperability Approach for Heterogeneous IoT Ecosystems Based on the Web of Things,"Sensors (Basel, Switzerland)",32033027,10.3390/s20030822,PMC7038691
349,2020 Feb 3,"[{'name': 'Arloth J', 'authtype': 'Author'}, {'name': 'Eraslan G', 'authtype': 'Author'}, {'name': 'Andlauer TF', 'authtype': 'Author'}, {'name': 'Martins J', 'authtype': 'Author'}, {'name': 'Iurato S', 'authtype': 'Author'}, {'name': 'Kühnel B', 'authtype': 'Author'}, {'name': 'Waldenberger M', 'authtype': 'Author'}, {'name': 'Frank J', 'authtype': 'Author'}, {'name': 'Gold R', 'authtype': 'Author'}, {'name': 'Hemmer B', 'authtype': 'Author'}, {'name': 'Luessi F', 'authtype': 'Author'}, {'name': 'Nischwitz S', 'authtype': 'Author'}, {'name': 'Paul F', 'authtype': 'Author'}, {'name': 'Wiendl H', 'authtype': 'Author'}, {'name': 'Gieger C', 'authtype': 'Author'}, {'name': 'Heilmann-Heimbach S', 'authtype': 'Author'}, {'name': 'Kacprowski T', 'authtype': 'Author'}, {'name': 'Laudes M', 'authtype': 'Author'}, {'name': 'Meitinger T', 'authtype': 'Author'}, {'name': 'Peters A', 'authtype': 'Author'}, {'name': 'Rawal R', 'authtype': 'Author'}, {'name': 'Strauch K', 'authtype': 'Author'}, {'name': 'Lucae S', 'authtype': 'Author'}, {'name': 'Müller-Myhsok B', 'authtype': 'Author'}, {'name': 'Rietschel M', 'authtype': 'Author'}, {'name': 'Theis FJ', 'authtype': 'Author'}, {'name': 'Binder EB', 'authtype': 'Author'}, {'name': 'Mueller NS', 'authtype': 'Author'}]",DeepWAS: Multivariate genotype-phenotype associations by directly integrating regulatory information using deep learning,PLoS Computational Biology,32012148,10.1371/journal.pcbi.1007616,PMC7043350
350,2020 Jan 30,"[{'name': 'Villalba-Díez J', 'authtype': 'Author'}, {'name': 'Molina M', 'authtype': 'Author'}, {'name': 'Ordieres-Meré J', 'authtype': 'Author'}, {'name': 'Sun S', 'authtype': 'Author'}, {'name': 'Schmidt D', 'authtype': 'Author'}, {'name': 'Wellbrock W', 'authtype': 'Author'}]",Geometric Deep Lean Learning: Deep Learning in Industry 4.0 Cyber–Physical Complex Networks,"Sensors (Basel, Switzerland)",32019148,10.3390/s20030763,PMC7038400
351,2020 Jan 23,"[{'name': 'Poncheewin W', 'authtype': 'Author'}, {'name': 'Hermes GD', 'authtype': 'Author'}, {'name': 'van Dam JC', 'authtype': 'Author'}, {'name': 'Koehorst JJ', 'authtype': 'Author'}, {'name': 'Smidt H', 'authtype': 'Author'}, {'name': 'Schaap PJ', 'authtype': 'Author'}]",NG-Tax 2.0: A Semantic Framework for High-Throughput Amplicon Analysis,Frontiers in Genetics,32117417,10.3389/fgene.2019.01366,PMC6989550
352,2020 Jan 21,"[{'name': 'Zahoránszky-Kőhalmi G', 'authtype': 'Author'}, {'name': 'Sheils T', 'authtype': 'Author'}, {'name': 'Oprea TI', 'authtype': 'Author'}]",SmartGraph: a network pharmacology investigation platform,Journal of Cheminformatics,33430980,10.1186/s13321-020-0409-9,PMC6974502
353,2020 Jan 3,"[{'name': 'Salvi D', 'authtype': 'Author'}, {'name': 'Poffley E', 'authtype': 'Author'}, {'name': 'Orchard E', 'authtype': 'Author'}, {'name': 'Tarassenko L', 'authtype': 'Author'}]",The Mobile-Based 6-Minute Walk Test: Usability Study and Algorithm Development and Validation,JMIR mHealth and uHealth,31899457,10.2196/13756,PMC6969385
354,2020,"[{'name': 'Hedberg TD Jr', 'authtype': 'Author'}, {'name': 'Manas B', 'authtype': 'Author'}, {'name': 'Camelio JA', 'authtype': 'Author'}]",Using graphs to link data across the product lifecycle for enabling smart manufacturing digital threads,Journal of computing and information science in engineering,32831801,,PMC7437158
355,2020 Jan 1,"[{'name': 'Hatti KS', 'authtype': 'Author'}, {'name': 'McCoy AJ', 'authtype': 'Author'}, {'name': 'Oeffner RD', 'authtype': 'Author'}, {'name': 'Sammito MD', 'authtype': 'Author'}, {'name': 'Read RJ', 'authtype': 'Author'}]",Factors influencing estimates of coordinate error for molecular replacement,"Acta Crystallographica. Section D, Structural Biology",31909740,10.1107/S2059798319015730,PMC6939440
356,2019 Dec 20,"[{'name': 'Park B', 'authtype': 'Author'}, {'name': 'Lee W', 'authtype': 'Author'}, {'name': 'Park I', 'authtype': 'Author'}, {'name': 'Han K', 'authtype': 'Author'}]",Finding prognostic gene pairs for cancer from patient-specific gene networks,BMC Medical Genomics,31856825,10.1186/s12920-019-0634-0,PMC6923916
357,2019 Dec 10,"[{'name': 'Prisant MG', 'authtype': 'Author'}, {'name': 'Williams CJ', 'authtype': 'Author'}, {'name': 'Chen VB', 'authtype': 'Author'}, {'name': 'Richardson JS', 'authtype': 'Author'}, {'name': 'Richardson DC', 'authtype': 'Author'}]","New tools in MolProbity validation: CaBLAM for CryoEM backbone, UnDowser to rethink “waters,” and NGL Viewer to recapture online 3D graphics",Protein Science : A Publication of the Protein Society,31724275,10.1002/pro.3786,PMC6933861
358,2019 Dec 5,"[{'name': 'Wercelens P', 'authtype': 'Author'}, {'name': 'da Silva W', 'authtype': 'Author'}, {'name': 'Hondo F', 'authtype': 'Author'}, {'name': 'Castro K', 'authtype': 'Author'}, {'name': 'Walter ME', 'authtype': 'Author'}, {'name': 'Araújo A', 'authtype': 'Author'}, {'name': 'Lifschitz S', 'authtype': 'Author'}, {'name': 'Holanda M', 'authtype': 'Author'}]",Bioinformatics Workflows With NoSQL Database in Cloud Computing,Evolutionary Bioinformatics Online,31839702,10.1177/1176934319889974,PMC6896126
359,2019 Dec 3,"[{'name': 'Panzade G', 'authtype': 'Author'}, {'name': 'Gangwar I', 'authtype': 'Author'}, {'name': 'Awasthi S', 'authtype': 'Author'}, {'name': 'Sharma N', 'authtype': 'Author'}, {'name': 'Shankar R', 'authtype': 'Author'}]",Plant Regulomics Portal (PRP): a comprehensive integrated regulatory information and analysis portal for plant genomes,Database: The Journal of Biological Databases and Curation,31796964,10.1093/database/baz130,PMC6891001
360,2019 Nov 21,"[{'name': 'Mihaylov I', 'authtype': 'Author'}, {'name': 'Kańduła M', 'authtype': 'Author'}, {'name': 'Krachunov M', 'authtype': 'Author'}, {'name': 'Vassilev D', 'authtype': 'Author'}]",A novel framework for horizontal and vertical data integration in cancer studies with application to survival time prediction models,Biology Direct,31752974,10.1186/s13062-019-0249-6,PMC6868770
361,2019 Nov 18,"[{'name': 'Thilakaratne M', 'authtype': 'Author'}, {'name': 'Falkner K', 'authtype': 'Author'}, {'name': 'Atapattu T', 'authtype': 'Author'}]",A systematic review on literature-based discovery workflow,PeerJ Computer Science,33816888,10.7717/peerj-cs.235,PMC7924697
362,2019 Nov 13,"[{'name': 'Meijerink M', 'authtype': 'Author'}, {'name': 'van den Broek TJ', 'authtype': 'Author'}, {'name': 'Dulos R', 'authtype': 'Author'}, {'name': 'Garthoff J', 'authtype': 'Author'}, {'name': 'Knippels L', 'authtype': 'Author'}, {'name': 'Knipping K', 'authtype': 'Author'}, {'name': 'Harthoorn L', 'authtype': 'Author'}, {'name': 'Houben G', 'authtype': 'Author'}, {'name': 'Verschuren L', 'authtype': 'Author'}, {'name': 'van Bilsen J', 'authtype': 'Author'}]",Network-Based Selection of Candidate Markers and Assays to Assess the Impact of Oral Immune Interventions on Gut Functions,Frontiers in Immunology,31798593,10.3389/fimmu.2019.02672,PMC6863931
363,2019 Nov 11,"[{'name': 'Arenas-Galnares R', 'authtype': 'Author'}, {'name': 'Castillo-Lara S', 'authtype': 'Author'}, {'name': 'Toulis V', 'authtype': 'Author'}, {'name': 'Boloc D', 'authtype': 'Author'}, {'name': 'Gonzàlez-Duarte R', 'authtype': 'Author'}, {'name': 'Marfany G', 'authtype': 'Author'}, {'name': 'Abril JF', 'authtype': 'Author'}]", RPGeNet v2.0: expanding the universe of retinal disease gene interactions network,Database: The Journal of Biological Databases and Curation,31712826,10.1093/database/baz120,PMC6846243
364,2019 Nov 8,"[{'name': 'Shefchek KA', 'authtype': 'Author'}, {'name': 'Harris NL', 'authtype': 'Author'}, {'name': 'Gargano M', 'authtype': 'Author'}, {'name': 'Matentzoglu N', 'authtype': 'Author'}, {'name': 'Unni D', 'authtype': 'Author'}, {'name': 'Brush M', 'authtype': 'Author'}, {'name': 'Keith D', 'authtype': 'Author'}, {'name': 'Conlin T', 'authtype': 'Author'}, {'name': 'Vasilevsky N', 'authtype': 'Author'}, {'name': 'Zhang XA', 'authtype': 'Author'}, {'name': 'Balhoff JP', 'authtype': 'Author'}, {'name': 'Babb L', 'authtype': 'Author'}, {'name': 'Bello SM', 'authtype': 'Author'}, {'name': 'Blau H', 'authtype': 'Author'}, {'name': 'Bradford Y', 'authtype': 'Author'}, {'name': 'Carbon S', 'authtype': 'Author'}, {'name': 'Carmody L', 'authtype': 'Author'}, {'name': 'Chan LE', 'authtype': 'Author'}, {'name': 'Cipriani V', 'authtype': 'Author'}, {'name': 'Cuzick A', 'authtype': 'Author'}, {'name': 'Della\xa0Rocca M', 'authtype': 'Author'}, {'name': 'Dunn N', 'authtype': 'Author'}, {'name': 'Essaid S', 'authtype': 'Author'}, {'name': 'Fey P', 'authtype': 'Author'}, {'name': 'Grove C', 'authtype': 'Author'}, {'name': 'Gourdine JP', 'authtype': 'Author'}, {'name': 'Hamosh A', 'authtype': 'Author'}, {'name': 'Harris M', 'authtype': 'Author'}, {'name': 'Helbig I', 'authtype': 'Author'}, {'name': 'Hoatlin M', 'authtype': 'Author'}, {'name': 'Joachimiak M', 'authtype': 'Author'}, {'name': 'Jupp S', 'authtype': 'Author'}, {'name': 'Lett KB', 'authtype': 'Author'}, {'name': 'Lewis SE', 'authtype': 'Author'}, {'name': 'McNamara C', 'authtype': 'Author'}, {'name': 'Pendlington ZM', 'authtype': 'Author'}, {'name': 'Pilgrim C', 'authtype': 'Author'}, {'name': 'Putman T', 'authtype': 'Author'}, {'name': 'Ravanmehr V', 'authtype': 'Author'}, {'name': 'Reese J', 'authtype': 'Author'}, {'name': 'Riggs E', 'authtype': 'Author'}, {'name': 'Robb S', 'authtype': 'Author'}, {'name': 'Roncaglia P', 'authtype': 'Author'}, {'name': 'Seager J', 'authtype': 'Author'}, {'name': 'Segerdell E', 'authtype': 'Author'}, {'name': 'Similuk M', 'authtype': 'Author'}, {'name': 'Storm AL', 'authtype': 'Author'}, {'name': 'Thaxon C', 'authtype': 'Author'}, {'name': 'Thessen A', 'authtype': 'Author'}, {'name': 'Jacobsen JO', 'authtype': 'Author'}, {'name': 'McMurry JA', 'authtype': 'Author'}, {'name': 'Groza T', 'authtype': 'Author'}, {'name': 'Köhler S', 'authtype': 'Author'}, {'name': 'Smedley D', 'authtype': 'Author'}, {'name': 'Robinson PN', 'authtype': 'Author'}, {'name': 'Mungall CJ', 'authtype': 'Author'}, {'name': 'Haendel MA', 'authtype': 'Author'}, {'name': 'Munoz-Torres MC', 'authtype': 'Author'}, {'name': 'Osumi-Sutherland D', 'authtype': 'Author'}]",The Monarch Initiative in 2019: an integrative data and analytic platform connecting phenotypes to genotypes across species,Nucleic Acids Research,31701156,10.1093/nar/gkz997,PMC7056945
365,2019 Nov 4,"[{'name': 'Naithani S', 'authtype': 'Author'}, {'name': 'Gupta P', 'authtype': 'Author'}, {'name': 'Preece J', 'authtype': 'Author'}, {'name': 'D’Eustachio P', 'authtype': 'Author'}, {'name': 'Elser JL', 'authtype': 'Author'}, {'name': 'Garg P', 'authtype': 'Author'}, {'name': 'Dikeman DA', 'authtype': 'Author'}, {'name': 'Kiff J', 'authtype': 'Author'}, {'name': 'Cook J', 'authtype': 'Author'}, {'name': 'Olson A', 'authtype': 'Author'}, {'name': 'Wei S', 'authtype': 'Author'}, {'name': 'Tello-Ruiz MK', 'authtype': 'Author'}, {'name': 'Mundo AF', 'authtype': 'Author'}, {'name': 'Munoz-Pomer A', 'authtype': 'Author'}, {'name': 'Mohammed S', 'authtype': 'Author'}, {'name': 'Cheng T', 'authtype': 'Author'}, {'name': 'Bolton E', 'authtype': 'Author'}, {'name': 'Papatheodorou I', 'authtype': 'Author'}, {'name': 'Stein L', 'authtype': 'Author'}, {'name': 'Ware D', 'authtype': 'Author'}, {'name': 'Jaiswal P', 'authtype': 'Author'}]",Plant Reactome: a knowledgebase and resource for comparative pathway analysis,Nucleic Acids Research,31680153,10.1093/nar/gkz996,PMC7145600
366,2019 Oct 15,"[{'name': 'Beck T', 'authtype': 'Author'}, {'name': 'Shorter T', 'authtype': 'Author'}, {'name': 'Brookes AJ', 'authtype': 'Author'}]",GWAS Central: a comprehensive resource for the discovery and comparison of genotype and phenotype data from genome-wide association studies,Nucleic Acids Research,31612961,10.1093/nar/gkz895,PMC7145571
367,2019 Oct 15,"[{'name': 'Lobentanzer S', 'authtype': 'Author'}, {'name': 'Hanin G', 'authtype': 'Author'}, {'name': 'Klein J', 'authtype': 'Author'}, {'name': 'Soreq H', 'authtype': 'Author'}]",Integrative Transcriptomics Reveals Sexually Dimorphic Control of the Cholinergic/Neurokine Interface in Schizophrenia and Bipolar Disorder,Cell Reports,31618642,10.1016/j.celrep.2019.09.017,PMC6899527
368,2019 Oct 10,"[{'name': 'Rahman RU', 'authtype': 'Author'}, {'name': 'Liebhoff AM', 'authtype': 'Author'}, {'name': 'Bansal V', 'authtype': 'Author'}, {'name': 'Fiosins M', 'authtype': 'Author'}, {'name': 'Rajput A', 'authtype': 'Author'}, {'name': 'Sattar A', 'authtype': 'Author'}, {'name': 'Magruder DS', 'authtype': 'Author'}, {'name': 'Madan S', 'authtype': 'Author'}, {'name': 'Sun T', 'authtype': 'Author'}, {'name': 'Gautam A', 'authtype': 'Author'}, {'name': 'Heins S', 'authtype': 'Author'}, {'name': 'Liwinski T', 'authtype': 'Author'}, {'name': 'Bethune J', 'authtype': 'Author'}, {'name': 'Trenkwalder C', 'authtype': 'Author'}, {'name': 'Fluck J', 'authtype': 'Author'}, {'name': 'Mollenhauer B', 'authtype': 'Author'}, {'name': 'Bonn S', 'authtype': 'Author'}]",SEAweb: the small RNA Expression Atlas web application,Nucleic Acids Research,31598718,10.1093/nar/gkz869,PMC6943056
369,2019 Oct 9,"[{'name': 'Nguyen Mau Quoc H', 'authtype': 'Author'}, {'name': 'Serrano M', 'authtype': 'Author'}, {'name': 'Mau Nguyen H', 'authtype': 'Author'}, {'name': 'G. Breslin J', 'authtype': 'Author'}, {'name': 'Le-Phuoc D', 'authtype': 'Author'}]",EAGLE—A Scalable Query Processing Engine for Linked Sensor Data ,"Sensors (Basel, Switzerland)",31600957,10.3390/s19204362,PMC6832792
