,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
91,2020 Nov 12,"[{'name': 'Zhu Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nguyen DT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grishagin I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Southall N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sid E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pariser A', 'authtype': 'Author', 'clusterid': ''}]","An integrative knowledge graph for rare diseases, derived from the Genetic and Rare Diseases Information Center (GARD).",Journal of biomedical semantics,33183351,10.1186/s13326-020-00232-y,PMC7663894
92,2020 Nov 5,"[{'name': 'Zahoránszky-Kőhalmi G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Siramshetty VB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kumar P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gurumurthy M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grillo B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mathew B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Metaxatos D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Backus M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mierzwa T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Simon R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grishagin I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brovold L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mathé EA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hall MD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Michael SG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Godfrey AG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mestres J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jensen LJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Oprea TI', 'authtype': 'Author', 'clusterid': ''}]",A Workflow of Integrated Resources to Catalyze Network Pharmacology Driven COVID-19 Research.,bioRxiv : the preprint server for biology,33173863,10.1101/2020.11.04.369041,PMC7654851
93,2021 Jun 9,"[{'name': 'Liu Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Elsworth B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Erola P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Haberland V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hemani G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lyon M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zheng J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lloyd O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vabistsevits M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gaunt TR', 'authtype': 'Author', 'clusterid': ''}]",EpiGraphDB: a database and data mining platform for health data science.,"Bioinformatics (Oxford, England)",33165574,10.1093/bioinformatics/btaa961,PMC8189674
94,2020,"[{'name': 'Hedges DM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hegman JC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brown JR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wilburn JT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chapman BE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Butson CR', 'authtype': 'Author', 'clusterid': ''}]",The International Neuromodulation Registry: An Informatics Framework Supporting Cohort Discovery and Analysis.,Frontiers in neuroinformatics,33071769,10.3389/fninf.2020.00036,PMC7531015
95,2020 Oct 7,"[{'name': 'Gilmore MP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Griffiths BM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bowler M', 'authtype': 'Author', 'clusterid': ''}]",The socio-cultural significance of mineral licks to the Maijuna of the Peruvian Amazon: implications for the sustainable management of hunting.,Journal of ethnobiology and ethnomedicine,33028342,10.1186/s13002-020-00412-1,PMC7539384
96,2020 Sep 7,"[{'name': 'Fahimi A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zanoletti A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Federici S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Assi A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bilo F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Depero LE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bontempi E', 'authtype': 'Author', 'clusterid': ''}]",New Eco-Materials Derived from Waste for Emerging Pollutants Adsorption: The Case of Diclofenac.,"Materials (Basel, Switzerland)",32906837,10.3390/ma13183964,PMC7558572
97,2020 Oct,"[{'name': 'Mondal S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Basu A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mukherjee N', 'authtype': 'Author', 'clusterid': ''}]",Building a trust-based doctor recommendation system on top of multilayer graph database.,Journal of biomedical informatics,32871286,10.1016/j.jbi.2020.103549,
98,2021 Feb,"[{'name': 'Thapa I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ali H', 'authtype': 'Author', 'clusterid': ''}]",A Multiomics Graph Database System for Biological Data Integration and Cancer Informatics.,Journal of computational biology : a journal of computational molecular cell biology,32783648,10.1089/cmb.2020.0231,
99,2020 Jul 9,"[{'name': 'Li N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yang Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Luo L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lin H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang J', 'authtype': 'Author', 'clusterid': ''}]",KGHC: a knowledge graph for hepatocellular carcinoma.,BMC medical informatics and decision making,32646496,10.1186/s12911-020-1112-5,PMC7346328
100,2020 Jun 16,"[{'name': 'Belhadj I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boudemaghe T', 'authtype': 'Author', 'clusterid': ''}]",Semantic Querying of Hospital Data Using an Ontology-Based Model of Discharge Summaries and ICD 10.,Studies in health technology and informatics,32570418,10.3233/SHTI200194,
101,2020 Jun 16,"[{'name': 'Syed S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Syed M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Syeda HB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Prior F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zozus M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Penning ML', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Orloff M', 'authtype': 'Author', 'clusterid': ''}]",Document Oriented Graphical Analysis and Prediction.,Studies in health technology and informatics,32570371,10.3233/SHTI200147,
102,2020 Nov,"[{'name': 'Kalendralis P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shi Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Traverso A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Choudhury A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sloep M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhovannik I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Starmans MPA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grittner D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Feltens P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Monshouwer R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Klein S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fijten R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Aerts H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dekker A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'van Soest J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wee L', 'authtype': 'Author', 'clusterid': ''}]","FAIR-compliant clinical, radiomics and DICOM metadata of RIDER, interobserver, Lung1 and head-Neck1 TCIA collections.",Medical physics,32521049,10.1002/mp.14322,PMC7754296
103,2020 Sep 1,"[{'name': 'Yang C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hawwash D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'De Baets B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bouwman J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lachat C', 'authtype': 'Author', 'clusterid': ''}]",Perspective: Towards Automated Tracking of Content and Evidence Appraisal of Nutrition Research.,"Advances in nutrition (Bethesda, Md.)",32504536,10.1093/advances/nmaa057,PMC7490154
104,2020,"[{'name': 'Stothers JAM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nguyen A', 'authtype': 'Author', 'clusterid': ''}]",Can Neo4j Replace PostgreSQL in Healthcare?,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,32477687,,PMC7233060
105,2020,"[{'name': 'Renner R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jiang G', 'authtype': 'Author', 'clusterid': ''}]",Challenges in Using a Graph Database to Represent and Analyze Mappings of Cancer Study Data Standards.,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,32477673,,PMC7233100
106,2020 May 1,"[{'name': 'Escamilla Molgora JM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sedda L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Atkinson PM', 'authtype': 'Author', 'clusterid': ''}]",Biospytial: spatial graph-based computing for ecological Big Data.,GigaScience,32391910,10.1093/gigascience/giaa039,PMC7213554
107,2020 Sep,"[{'name': 'Murali V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Königs C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Deekshitula S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nukala S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Santhi MD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Athri P', 'authtype': 'Author', 'clusterid': ''}]",CompoundDB4j: Integrated Drug Resource of Heterogeneous Chemical Databases.,Molecular informatics,32390334,10.1002/minf.202000013,
108,2020 Jan 1,"[{'name': 'Cowman T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Coşkun M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Grama A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Koyutürk M', 'authtype': 'Author', 'clusterid': ''}]",Integrated querying and version control of context-specific biological networks.,Database : the journal of biological databases and curation,32294194,10.1093/database/baaa018,PMC7158887
109,2020 Jan 1,"[{'name': 'Queralt-Rosinach N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stupp GS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li TS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mayers M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hoatlin ME', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Might M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Good BM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Su AI', 'authtype': 'Author', 'clusterid': ''}]",Structured reviews for data and knowledge-driven research.,Database : the journal of biological databases and curation,32283553,10.1093/database/baaa015,PMC7153956
110,2020 Dec,"[{'name': 'Li X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhao X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xing C', 'authtype': 'Author', 'clusterid': ''}]",Automatic approach for constructing a knowledge graph of knee osteoarthritis in Chinese.,Health information science and systems,32175080,10.1007/s13755-020-0102-4,PMC7046853
111,2019,"[{'name': 'Poncheewin W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hermes GDA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'van Dam JCJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Koehorst JJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Smidt H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schaap PJ', 'authtype': 'Author', 'clusterid': ''}]",NG-Tax 2.0: A Semantic Framework for High-Throughput Amplicon Analysis.,Frontiers in genetics,32117417,10.3389/fgene.2019.01366,PMC6989550
112,2020 Feb,"[{'name': 'Struck A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Walsh B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Buchanan A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee JA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Spangler R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stuart JM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ellrott K', 'authtype': 'Author', 'clusterid': ''}]",Exploring Integrative Analysis Using the BioMedical Evidence Graph.,JCO clinical cancer informatics,32097025,10.1200/CCI.19.00110,PMC7049249
113,2020 Jan 1,"[{'name': 'Mei S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huang X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xie C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mora A', 'authtype': 'Author', 'clusterid': ''}]",GREG-studying transcriptional regulation using integrative graph databases.,Database : the journal of biological databases and curation,32055858,10.1093/database/baz162,PMC7018612
114,2020 Feb 8,"[{'name': 'Lara-Navarra P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Falciani H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sánchez-Pérez EA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ferrer-Sapena A', 'authtype': 'Author', 'clusterid': ''}]",Information Management in Healthcare and Environment: Towards an Automatic System for Fake News Detection.,International journal of environmental research and public health,32046238,10.3390/ijerph17031066,PMC7037767
115,2019,"[{'name': 'Haeusler M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Trojer T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kessler J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Farwick M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nowakowski E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Breu R', 'authtype': 'Author', 'clusterid': ''}]",ChronoSphere: a graph-based EMF model repository for IT landscape models.,Software and systems modeling,31975977,10.1007/s10270-019-00725-0,PMC6944265
116,2019 Jul,"[{'name': 'Nowak MR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lee J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Choe Y', 'authtype': 'Author', 'clusterid': ''}]",A Queryable Graph Representation of Vascular Connectivity in the Whole Mouse Brain.,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,31945890,10.1109/EMBC.2019.8857961,
117,2020 Mar,"[{'name': 'Deist TM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dankers FJWM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ojha P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Scott Marshall M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Janssen T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Faivre-Finn C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Masciocchi C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Valentini V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Spezi E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Button M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jan Nuyttens J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vernhout R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'van Soest J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jochems A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Monshouwer R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bussink J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Price G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lambin P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dekker A', 'authtype': 'Author', 'clusterid': ''}]",Distributed learning on 20 000+ lung cancer patients - The Personal Health Train.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,31911366,10.1016/j.radonc.2019.11.019,
118,2020 Jan 1,"[{'name': 'Hatti KS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McCoy AJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Oeffner RD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sammito MD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Read RJ', 'authtype': 'Author', 'clusterid': ''}]",Factors influencing estimates of coordinate error for molecular replacement.,"Acta crystallographica. Section D, Structural biology",31909740,10.1107/S2059798319015730,PMC6939440
119,2019 Jan 1,"[{'name': 'Panzade G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gangwar I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Awasthi S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sharma N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shankar R', 'authtype': 'Author', 'clusterid': ''}]",Plant Regulomics Portal (PRP): a comprehensive integrated regulatory information and analysis portal for plant genomes.,Database : the journal of biological databases and curation,31796964,10.1093/database/baz130,PMC6891001
120,2020 Jan,"[{'name': 'Prisant MG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Williams CJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen VB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Richardson JS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Richardson DC', 'authtype': 'Author', 'clusterid': ''}]","New tools in MolProbity validation: CaBLAM for CryoEM backbone, UnDowser to rethink ""waters,"" and NGL Viewer to recapture online 3D graphics.",Protein science : a publication of the Protein Society,31724275,10.1002/pro.3786,PMC6933861
121,2019 Jan 1,"[{'name': 'Arenas-Galnares R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Castillo-Lara S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Toulis V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boloc D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gonzàlez-Duarte R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Marfany G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abril JF', 'authtype': 'Author', 'clusterid': ''}]",RPGeNet v2.0: expanding the universe of retinal disease gene interactions network.,Database : the journal of biological databases and curation,31712826,10.1093/database/baz120,PMC6846243
122,2019 Nov,"[{'name': 'Bukhari SAC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mandell J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kleinstein SH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cheung KH', 'authtype': 'Author', 'clusterid': ''}]",A linked data graph approach to integration of immunological data.,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,34707915,10.1109/bibm47256.2019.8982986,PMC8547546
123,2020 Feb 1,"[{'name': 'Lose T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'van Heusden P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Christoffels A', 'authtype': 'Author', 'clusterid': ''}]",COMBAT-TB-NeoDB: fostering tuberculosis research through integrative analysis using graph database technologies.,"Bioinformatics (Oxford, England)",31504165,10.1093/bioinformatics/btz658,PMC9883708
124,2019 Sep 3,"[{'name': 'Fette G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kaspar M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liman L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ertl M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Krebs J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Störk S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Puppe F', 'authtype': 'Author', 'clusterid': ''}]",Implementation of a HL7-CQL Engine Using the Graph Database Neo4J.,Studies in health technology and informatics,31483253,10.3233/SHTI190804,
125,2019 Aug 21,"[{'name': 'Silva Layes E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bondarenco M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Machiavello D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Frola F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lemos M', 'authtype': 'Author', 'clusterid': ''}]",Implementation of a Terminology Server with SNOMED CT in Graph Databases.,Studies in health technology and informatics,31438243,10.3233/SHTI190546,
126,2019 Aug 21,"[{'name': 'Bouzillé G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Morival C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Westerlynck R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lemordant P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chazard E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lecorre P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Busnel Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cuggia M', 'authtype': 'Author', 'clusterid': ''}]",An Automated Detection System of Drug-Drug Interactions from Electronic Patient Records Using Big Data Analytics.,Studies in health technology and informatics,31437882,10.3233/SHTI190180,
127,2019 Aug,"[{'name': 'Dhombres F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Charlet J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Section Editors for the IMIA Yearbook Section on Knowledge Representation and Management', 'authtype': 'CollectiveName', 'clusterid': ''}]","Formal Medical Knowledge Representation Supports Deep Learning Algorithms, Bioinformatics Pipelines, Genomics Data Analysis, and Big Data Processes.",Yearbook of medical informatics,31419827,10.1055/s-0039-1677933,PMC6697514
128,2019 Dec 15,"[{'name': 'Morton K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bizon C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cox S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Balhoff J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kebede Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fecho K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tropsha A', 'authtype': 'Author', 'clusterid': ''}]",ROBOKOP: an abstraction layer and user interface for knowledge graphs to support question answering.,"Bioinformatics (Oxford, England)",31410449,10.1093/bioinformatics/btz604,PMC6954664
129,2019,"[{'name': 'Sedler AR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mitchell CS', 'authtype': 'Author', 'clusterid': ''}]",SemNet: Using Local Features to Navigate the Biomedical Concept Graph.,Frontiers in bioengineering and biotechnology,31334227,10.3389/fbioe.2019.00156,PMC6616276
130,2019 Jun 28,"[{'name': 'Valdés-Jiménez A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Larriba-Pey JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Núñez-Vivanco G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Reyes-Parada M', 'authtype': 'Author', 'clusterid': ''}]",3D-PP: A Tool for Discovering Conserved Three-Dimensional Protein Patterns.,International journal of molecular sciences,31261733,10.3390/ijms20133174,PMC6651053
131,2019 Jan 1,"[{'name': 'Hu GM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Secario MK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen CM', 'authtype': 'Author', 'clusterid': ''}]",SeQuery: an interactive graph database for visualizing the GPCR superfamily.,Database : the journal of biological databases and curation,31236561,10.1093/database/baz073,PMC6591535
132,2019 Jun,"[{'name': 'Mondal S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mukherjee N', 'authtype': 'Author', 'clusterid': ''}]",An efficient reachability query based pruning algorithm in e-health scenario.,Journal of biomedical informatics,31004797,10.1016/j.jbi.2019.103171,
133,2019 Nov 1,"[{'name': 'Aguilera-Mendoza L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Marrero-Ponce Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Beltran JA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tellez Ibarra R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guillen-Ramirez HA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brizuela CA', 'authtype': 'Author', 'clusterid': ''}]",Graph-based data integration from bioactive peptide databases of pharmaceutical interest: toward an organized collection enabling visual network analysis.,"Bioinformatics (Oxford, England)",30994884,10.1093/bioinformatics/btz260,
134,2019 Apr 1,"[{'name': 'Ruan T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huang Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu X', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xia Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gao J', 'authtype': 'Author', 'clusterid': ''}]",QAnalysis: a question-answer driven analytic tool on knowledge graphs for leveraging electronic medical records for clinical research.,BMC medical informatics and decision making,30935389,10.1186/s12911-019-0798-8,PMC6444506
135,2018 Dec 25,"[{'name': 'Shoshi A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hofestädt R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zolotareva O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Friedrichs M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Maier A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ivanisenko VA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dosenko VE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bragina EY', 'authtype': 'Author', 'clusterid': ''}]",GenCoNet - A Graph Database for the Analysis of Comorbidities by Gene Networks.,Journal of integrative bioinformatics,30864352,10.1515/jib-2018-0049,PMC6348742
136,2018 Dec 21,"[{'name': 'Vieira V', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ferreira J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rodrigues R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rocha M', 'authtype': 'Author', 'clusterid': ''}]",A Model Integration Pipeline for the Improvement of Human Genome-Scale Metabolic Reconstructions.,Journal of integrative bioinformatics,30808160,10.1515/jib-2018-0068,PMC6798860
137,2019 Sep 15,"[{'name': 'Maiers M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Halagan M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gragert L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bashyal P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brelsford J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schneider J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lutsker P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Louzoun Y', 'authtype': 'Author', 'clusterid': ''}]",GRIMM: GRaph IMputation and matching for HLA genotypes.,"Bioinformatics (Oxford, England)",30689784,10.1093/bioinformatics/btz050,
