,DOI,PMID,PMCID,Shortlist,GDBs,GDBs,Author,Title,Publication Year,Publication Title,ISBN,Abstract Note,Date,Date Added,Pages,Issue,Volume,Journal Abbreviation,Short Title,Library Catalog,Extra,Link Attachments,Automatic Tags,GDBs,GDBs,Labels
604,10.3389/fgene.2019.01366,32117417,PMC6989550,A,GraphDB,GraphDB,"Poncheewin, Wasin; Hermes, Gerben D. A.; van Dam, Jesse C. J.; Koehorst, Jasper J.; Smidt, Hauke; Schaap, Peter J.",NG-Tax 2.0: A Semantic Framework for High-Throughput Amplicon Analysis,2019; 2020,Frontiers in Genetics,,"NG-Tax 2.0 is a semantic framework for FAIR high-throughput analysis and classification of marker gene amplicon sequences including bacterial and archaeal 16S ribosomal RNA (rRNA), eukaryotic 18S rRNA and ribosomal intergenic transcribed spacer sequences. It can directly use single or merged reads, paired-end reads and unmerged paired-end reads from long range fragments as input to generate de novo amplicon sequence variants (ASV). Using the RDF data model, ASV's can be automatically stored in a graph database as objects that link ASV sequences with the full data-wise and element-wise provenance, thereby achieving the level of interoperability required to utilize such data to its full potential. The graph database can be directly queried, allowing for comparative analyses of over thousands of samples and is connected with an interactive Rshiny toolbox for analysis and visualization of (meta) data. Additionally, NG-Tax 2.0 exports an extended BIOM 1.0 (JSON) file as starting point for further analyses by other means. The extended BIOM file contains new attribute types to include information about the command arguments used, the sequences of the ASVs formed, classification confidence scores and is backwards compatible. The performance of NG-Tax 2.0 was compared with DADA2, using the plugin in the QIIME 2 analysis pipeline. Fourteen 16S rRNA gene amplicon mock community samples were obtained from the literature and evaluated. Precision of NG-Tax 2.0 was significantly higher with an average of 0.95 vs 0.58 for QIIME2-DADA2 while recall was comparable with an average of 0.85 and 0.77, respectively. NG-Tax 2.0 is written in Java. The code, the ontology, a Galaxy platform implementation, the analysis toolbox, tutorials and example SPARQL queries are freely available at http://wurssb.gitlab.io/ngtax under the MIT License.; NG-Tax 2.0 is a semantic framework for FAIR high-throughput analysis and classification of marker gene amplicon sequences including bacterial and archaeal 16S ribosomal RNA (rRNA), eukaryotic 18S rRNA and ribosomal intergenic transcribed spacer sequences. It can directly use single or merged reads, paired-end reads and unmerged paired-end reads from long range fragments as input to generate de novo amplicon sequence variants (ASV). Using the RDF data model, ASV’s can be automatically stored in a graph database as objects that link ASV sequences with the full data-wise and element-wise provenance, thereby achieving the level of interoperability required to utilize such data to its full potential. The graph database can be directly queried, allowing for comparative analyses of over thousands of samples and is connected with an interactive Rshiny toolbox for analysis and visualization of (meta) data. Additionally, NG-Tax 2.0 exports an extended BIOM 1.0 (JSON) file as starting point for further analyses by other means. The extended BIOM file contains new attribute types to include information about the command arguments used, the sequences of the ASVs formed, classification confidence scores and is backwards compatible. The performance of NG-Tax 2.0 was compared with DADA2, using the plugin in the QIIME 2 analysis pipeline. Fourteen 16S rRNA gene amplicon mock community samples were obtained from the literature and evaluated. Precision of NG-Tax 2.0 was significantly higher with an average of 0.95 vs 0.58 for QIIME2-DADA2 while recall was comparable with an average of 0.85 and 0.77, respectively. NG-Tax 2.0 is written in Java. The code, the ontology, a Galaxy platform implementation, the analysis toolbox, tutorials and example SPARQL queries are freely available at http://wurssb.gitlab.io/ngtax under the MIT License.",2019; 2020-01-23,2021-06-05 20:55:01; 2021-06-05 21:06:22; 2021-06-05 21:10:08; 2021-06-06 06:54:16,1366,,10,Front Genet,NG-Tax 2.0,PubMed; PubMed Central,PMID: 32117417 PMCID: PMC6989550,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6989550/; http://www.ncbi.nlm.nih.gov/pubmed/32117417,amplicon sequence variants; FAIR; ontology; operational taxonomic unit; RDF; semantic web; SPARQL; taxonomic classification,GraphDB,GraphDB,PMC:Query3; PMC:GraphDB; PubMed:Query2; PMC:Query2
605,10.3389/fgene.2020.00627,32774342,PMC7381335,,,,"Freeman, Dana M.; Wang, Zhibin",Epigenetic Vulnerability of Insulator CTCF Motifs at Parkinson’s Disease-Associated Genes in Response to Neurotoxicant Rotenone,2020,Frontiers in Genetics,,"CCCTC-binding factor (CTCF) is a regulatory protein that binds DNA to control spatial organization and transcription. The sequence-specific binding of CTCF is variable and is impacted by nearby epigenetic patterns. It has been demonstrated that non-coding genetic variants cluster with CTCF sites in topological associating domains and thus can affect CTCF activity on gene expression. Therefore, environmental factors that alter epigenetic patterns at CTCF binding sites may dictate the interaction of non-coding genetic variants with regulatory proteins. To test this mechanism, we treated human cell line HEK293 with rotenone for 24 h and characterized its effect on global epigenetic patterns specifically at regulatory regions of Parkinson’s disease (PD) risk loci. We used RNA sequencing to examine changes in global transcription and identified over 2000 differentially expressed genes (DEGs, >1.5-fold change, FDR < 0.05). Among these DEGs, 13 were identified as PD-associated genes according to Genome-wide association studies meta-data. We focused on eight genes that have non-coding risk variants and a prominent CTCF binding site. We analyzed methylation of a total of 165 CGs surrounding CTCF binding sites and detected differential methylation (|>1%|, q < 0.05) in 45 CGs at 7 PD-associated genes. Of these 45 CGs, 47% were hypomethylated and 53% were hypermethylated. Interestingly, 5 out of the 7 genes had correlated gene upregulation with CG hypermethylation at CTCF and gene downregulation with CG hypomethylation at CTCF. We also investigated active H3K27ac surrounding the same CTCF binding sites within these seven genes. We observed a significant increase in H3K27ac in four genes (FDR < 0.05). Three genes (PARK2, GPRIN3, FER) showed increased CTCF binding in response to rotenone. Our data indicate that rotenone alters regulatory regions of PD-associated genes through changes in epigenetic patterns, and these changes impact high-order chromatin organization to increase the influence of non-coding variants on genome integrity and cellular survival.",2020-07-07,2021-06-05 21:10:08,,,11,Front Genet,,PubMed Central,PMID: 32774342 PMCID: PMC7381335,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7381335/,,,,PMC:Query2
606,10.3389/fgene.2021.624307,33643385,PMC7902761,,,,"Zeng, Daojian; Zhao, Chao; Quan, Zhe",CID-GCN: An Effective Graph Convolutional Networks for Chemical-Induced Disease Relation Extraction,2021,Frontiers in Genetics,,"Automatic extraction of chemical-induced disease (CID) relation from unstructured text is of essential importance for disease treatment and drug development. In this task, some relational facts can only be inferred from the document rather than single sentence. Recently, researchers investigate graph-based approaches to extract relations across sentences. It iteratively combines the information from neighbor nodes to model the interactions in entity mentions that exist in different sentences. Despite their success, one severe limitation of the graph-based approaches is the over-smoothing problem, which decreases the model distinguishing ability. In this paper, we propose CID-GCN, an effective Graph Convolutional Networks (GCNs) with gating mechanism, for CID relation extraction. Specifically, we construct a heterogeneous graph which contains mention, sentence and entity nodes. Then, the graph convolution operation is employed to aggregate interactive information on the constructed graph. Particularly, we combine gating mechanism with the graph convolution operation to address the over-smoothing problem. The experimental results demonstrate that our approach significantly outperforms the baselines.",2021-02-10,2021-06-05 21:09:36,,,12,Front Genet,CID-GCN,PubMed Central,PMID: 33643385 PMCID: PMC7902761,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7902761/,,,,PMC:Query2
607,10.3389/fimmu.2019.00231,30828334,PMC6384242,A,Neo4j,Neo4j,"Meijerink, Marjolein; van den Broek, Tim; Dulos, Remon; Neergaard Jacobsen, Lotte; Staudt Kvistgaard, Anne; Garthoff, Jossie; Knippels, Léon; Knipping, Karen; Houben, Geert; Verschuren, Lars; van Bilsen, Jolanda",The Impact of Immune Interventions: A Systems Biology Strategy for Predicting Adverse and Beneficial Immune Effects,2019,Frontiers in Immunology,,"Despite scientific advances it remains difficult to predict the risk and benefit balance of immune interventions. Since a few years, network models have been built based on comprehensive datasets at multiple molecular/cellular levels (genes, gene products, metabolic intermediates, macromolecules, cells) to illuminate functional and structural relationships. Here we used a systems biology approach to identify key immune pathways involved in immune health endpoints and rank crucial candidate biomarkers to predict adverse and beneficial effects of nutritional immune interventions. First, a literature search was performed to select the molecular and cellular dynamics involved in hypersensitivity, autoimmunity and resistance to infection and cancer. Thereafter, molecular interaction between molecules and immune health endpoints was defined by connecting their relations by using database information. MeSH terms related to the immune health endpoints were selected resulting in the following selection: hypersensitivity (D006967: 184 genes), autoimmunity (D001327: 564 genes), infection (parasitic, bacterial, fungal and viral: 357 genes), and cancer (D009369: 3173 genes). In addition, a sequence of key processes was determined using Gene Ontology which drives the development of immune health disturbances resulting in the following selection: hypersensitivity (164 processes), autoimmunity (203 processes), infection (187 processes), and cancer (309 processes). Finally, an evaluation of the genes for each of the immune health endpoints was performed, which indicated that many genes played a role in multiple immune health endpoints, but also unique genes were observed for each immune health endpoint. This approach helps to build a screening/prediction tool which indicates the interaction of chemicals or food substances with immune health endpoint-related genes and suggests candidate biomarkers to evaluate risks and benefits. Several anti-cancer drugs and omega 3 fatty acids were evaluated as in silico test cases. To conclude, here we provide a systems biology approach to identify genes/molecules and their interaction with immune related disorders. Our examples illustrate that the prediction with our systems biology approach is promising and can be used to find both negatively and positively correlated interactions. This enables identification of candidate biomarkers to monitor safety and efficacy of therapeutic immune interventions.",2019-02-15,2021-06-05 20:55:01; 2021-06-05 20:36:32; 2021-06-05 21:10:37,,,10,Front Immunol,The Impact of Immune Interventions,PubMed Central,PMID: 30828334 PMCID: PMC6384242,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6384242/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
608,10.3389/fimmu.2019.02672,31798593,PMC6863931,A,Neo4j,Neo4j,"Meijerink, Marjolein; van den Broek, Tim J.; Dulos, Remon; Garthoff, Jossie; Knippels, Léon; Knipping, Karen; Harthoorn, Lucien; Houben, Geert; Verschuren, Lars; van Bilsen, Jolanda",Network-Based Selection of Candidate Markers and Assays to Assess the Impact of Oral Immune Interventions on Gut Functions,2019,Frontiers in Immunology,,"To assess the safety and efficacy of oral immune interventions, it is important and required by regulation to assess the impact of those interventions not only on the immune system, but also on other organs such as the gut as the porte d'entrée. Despite clear indications that the immune system interacts with several physiological functions of the gut, it is still unknown which pathways and molecules are crucial to assessing the impact of nutritional immune interventions on gut functioning. Here we used a network-based systems biology approach to clarify the molecular relationships between immune system and gut functioning and to identify crucial biomarkers to assess effects on gut functions upon nutritional immune interventions. First, the different gut functionalities were categorized based on literature and EFSA guidance documents. Moreover, an overview of the current assays and methods to measure gut function was generated. Secondly, gut-function related biological processes and adverse events were selected and subsequently linked to the physiological functions of the GI tract. Thirdly, database terms and annotations from the Gene ontology database and the Comparative Toxicogenomics Database (CTD) related to the previously selected gut-function related processes were selected. Next, database terms and annotations were used to identify the pathways and genes involved in those gut functionalities. In parallel, information from CTD was used to identify immune disease related genes. The resulting lists of both gut and immune function genes showed an overlap of 753 genes out of 1,296 gut-function related genes indicating the close gut-immune relationship. Using bioinformatics enrichment tools DAVID and Panther, the identified gut-immune markers were predicted to be involved in motility, barrier function, the digestion and absorption of vitamins and fat, regulation of the digestive system and gastric acid, and protection from injurious or allergenic material. Concluding, here we provide a promising systems biology approach to identify genes that help to clarify the relationships between immune system and gut functioning, with the aim to identify candidate biomarkers to monitor nutritional immune intervention assays for safety and efficacy in the general population. This knowledge helps to optimize future study designs to predict effects of nutritional immune intervention on gut functionalities.",2019-11-13,2021-06-05 20:35:57; 2021-06-05 20:55:01; 2021-06-05 21:10:37,,,10,Front Immunol,,PubMed Central,PMID: 31798593 PMCID: PMC6863931,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6863931/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
609,10.3389/fimmu.2020.00644,32362896,PMC7182036,A,Neo4j,Neo4j,"van Bilsen, Jolanda H. M.; Dulos, Remon; van Stee, Mariël F.; Meima, Marie Y.; Rouhani Rankouhi, Tanja; Neergaard Jacobsen, Lotte; Staudt Kvistgaard, Anne; Garthoff, Jossie A.; Knippels, Léon M. J.; Knipping, Karen; Houben, Geert F.; Verschuren, Lars; Meijerink, Marjolein; Krishnan, Shaji",Seeking Windows of Opportunity to Shape Lifelong Immune Health: A Network-Based Strategy to Predict and Prioritize Markers of Early Life Immune Modulation,2020,Frontiers in Immunology,,"A healthy immune status is strongly conditioned during early life stages. Insights into the molecular drivers of early life immune development and function are prerequisite to identify strategies to enhance immune health. Even though several starting points for targeted immune modulation have been identified and are being developed into prophylactic or therapeutic approaches, there is no regulatory guidance on how to assess the risk and benefit balance of such interventions. Six early life immune causal networks, each compromising a different time period in early life (the 1st, 2nd, 3rd trimester of gestations, birth, newborn, and infant period), were generated. Thereto information was extracted and structured from early life literature using the automated text mining and machine learning tool: Integrated Network and Dynamical Reasoning Assembler (INDRA). The tool identified relevant entities (e.g., genes/proteins/metabolites/processes/diseases), extracted causal relationships among these entities, and assembled them into early life-immune causal networks. These causal early life immune networks were denoised using GeneMania, enriched with data from the gene-disease association database DisGeNET and Gene Ontology resource tools (GO/GO-SLIM), inferred missing relationships and added expert knowledge to generate information-dense early life immune networks. Analysis of the six early life immune networks by PageRank, not only confirmed the central role of the “commonly used immune markers” (e.g., chemokines, interleukins, IFN, TNF, TGFB, and other immune activation regulators (e.g., CD55, FOXP3, GATA3, CD79A, C4BPA), but also identified less obvious candidates (e.g., CYP1A2, FOXK2, NELFCD, RENBP). Comparison of the different early life periods resulted in the prediction of 11 key early life genes overlapping all early life periods (TNF, IL6, IL10, CD4, FOXP3, IL4, NELFCD, CD79A, IL5, RENBP, and IFNG), and also genes that were only described in certain early life period(s). Concluding, here we describe a network-based approach that provides a science-based and systematical method to explore the functional development of the early life immune system through time. This systems approach aids the generation of a testing strategy for the safety and efficacy of early life immune modulation by predicting the key candidate markers during different phases of early life immune development.",2020-04-17,2021-06-05 20:35:57; 2021-06-05 20:54:31; 2021-06-05 21:10:08,,,11,Front Immunol,Seeking Windows of Opportunity to Shape Lifelong Immune Health,PubMed Central,PMID: 32362896 PMCID: PMC7182036,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7182036/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
610,10.3389/fimmu.2020.606338,33391273,PMC7775384,A,Neo4j,Neo4j,"Ruschil, Christoph; Gabernet, Gisela; Lepennetier, Gildas; Heumos, Simon; Kaminski, Miriam; Hracsko, Zsuzsanna; Irmler, Martin; Beckers, Johannes; Ziemann, Ulf; Nahnsen, Sven; Owens, Gregory P.; Bennett, Jeffrey L.; Hemmer, Bernhard; Kowarik, Markus C.",Specific Induction of Double Negative B Cells During Protective and Pathogenic Immune Responses,2020,Frontiers in Immunology,,"Double negative (DN) (CD19+CD20lowCD27-IgD-) B cells are expanded in patients with autoimmune and infectious diseases; however their role in the humoral immune response remains unclear. Using systematic flow cytometric analyses of peripheral blood B cell subsets, we observed an inflated DN B cell population in patients with variety of active inflammatory conditions: myasthenia gravis, Guillain-Barré syndrome, neuromyelitis optica spectrum disorder, meningitis/encephalitis, and rheumatic disorders. Furthermore, we were able to induce DN B cells in healthy subjects following vaccination against influenza and tick borne encephalitis virus. Transcriptome analysis revealed a gene expression profile in DN B cells that clustered with naïve B cells, memory B cells, and plasmablasts. Immunoglobulin VH transcriptome sequencing and analysis of recombinant antibodies revealed clonal expansion of DN B cells that were targeted against the vaccine antigen. Our study suggests that DN B cells are expanded in multiple inflammatory neurologic diseases and represent an inducible B cell population that responds to antigenic stimulation, possibly through an extra-follicular maturation pathway.",2020-12-18,2021-06-05 20:35:57; 2021-06-05 20:54:31; 2021-06-05 21:09:36,,,11,Front Immunol,,PubMed Central,PMID: 33391273 PMCID: PMC7775384,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7775384/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
611,10.3389/fnbeh.2017.00102,28611607,PMC5447672,,,,"Givon, Lev E.; Lazar, Aurel A.; Yeh, Chung-Heng",Generating Executable Models of the Drosophila Central Complex,2017,Frontiers in Behavioral Neuroscience,,"The central complex (CX) is a set of neuropils in the center of the fly brain that have been implicated as playing an important role in vision-mediated behavior and integration of spatial information with locomotor control. In contrast to currently available data regarding the neural circuitry of neuropils in the fly's vision and olfactory systems, comparable data for the CX neuropils is relatively incomplete; many categories of neurons remain only partly characterized, and the synaptic connectivity between CX neurons has yet to be fully determined. Successful modeling of the information processing functions of the CX neuropils therefore requires a means of easily constructing and testing a range of hypotheses regarding both the high-level structure of their neural circuitry and the properties of their constituent neurons and synapses. To this end, we have created a web application that enables simultaneous graphical querying and construction of executable models of the CX neural circuitry based upon currently available information regarding the geometry and polarity of the arborizations of identified local and projection neurons in the CX. The application's novel functionality is made possible by the Fruit Fly Brain Observatory, a platform for collaborative study and development of fruit fly brain models.",2017-05-30,2021-06-05 21:12:01,,,11,Front Behav Neurosci,,PubMed Central,PMID: 28611607 PMCID: PMC5447672,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5447672/,,,,PMC:Query2
612,10.3389/fnbot.2020.584192,33192439,PMC7652790,,,,"Pang, Ning; Tan, Zhen; Xu, Hao; Xiao, Weidong",Boosting Knowledge Base Automatically via Few-Shot Relation Classification,2020,Frontiers in Neurorobotics,,"Relation classification (RC) aims at extracting structural information, i.e., triplets of two entities with a relation, from free texts, which is pivotal for automatic knowledge base construction. In this paper, we investigate a fully automatic method to train a RC model which facilitates to boost the knowledge base. Traditional RC models cannot extract new relations unseen during training since they define RC as a multiclass classification problem. The recent development of few-shot learning (FSL) provides a feasible way to accommodate to fresh relation types with a handful of examples. However, it requires a moderately large amount of training data to learn a promising few-shot RC model, which consumes expensive human labor. This issue recalls a kind of weak supervision methods, dubbed distant supervision (DS), which can generate the training data automatically. To this end, we propose to investigate the task of few-shot relation classification under distant supervision. As DS naturally brings in mislabeled training instances, to alleviate the negative impact, we incorporate various multiple instance learning methods into the classic prototypical networks, which can achieve sentence-level noise reduction. In experiments, we evaluate our proposed model under the standard N-way K-shot setting of few-shot learning. The experiment results show that our proposal achieves better performance.",2020-10-27,2021-06-05 21:09:36,,,14,Front Neurorobot,,PubMed Central,PMID: 33192439 PMCID: PMC7652790,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7652790/,,,,PMC:Query2
613,10.3389/fncir.2018.00085,30374293,PMC6196278,A,Neo4j,Neo4j,"Scheffer, Louis K.",Analysis Tools for Large Connectomes,2018,Frontiers in Neural Circuits,,"New reconstruction techniques are generating connectomes of unprecedented size. These must be analyzed to generate human comprehensible results. The analyses being used fall into three general categories. The first is interactive tools used during reconstruction, to help guide the effort, look for possible errors, identify potential cell classes, and answer other preliminary questions. The second type of analysis is support for formal documents such as papers and theses. Scientific norms here require that the data be archived and accessible, and the analysis reproducible. In contrast to some other “omic” fields such as genomics, where a few specific analyses dominate usage, connectomics is rapidly evolving and the analyses used are often specific to the connectome being analyzed. These analyses are typically performed in a variety of conventional programming language, such as Matlab, R, Python, or C++, and read the connectomic data either from a file or through database queries, neither of which are standardized. In the short term we see no alternative to the use of specific analyses, so the best that can be done is to publish the analysis code, and the interface by which it reads connectomic data. A similar situation exists for archiving connectome data. Each group independently makes their data available, but there is no standardized format and long-term accessibility is neither enforced nor funded. In the long term, as connectomics becomes more common, a natural evolution would be a central facility for storing and querying connectomic data, playing a role similar to the National Center for Biotechnology Information for genomes. The final form of analysis is the import of connectome data into downstream tools such as neural simulation or machine learning. In this process, there are two main problems that need to be addressed. First, the reconstructed circuits contain huge amounts of detail, which must be intelligently reduced to a form the downstream tools can use. Second, much of the data needed for these downstream operations must be obtained by other methods (such as genetic or optical) and must be merged with the extracted connectome.",2018-10-15,2021-06-05 20:55:01; 2021-06-05 21:11:16; 2021-06-05 20:36:32,,,12,Front Neural Circuits,,PubMed Central,PMID: 30374293 PMCID: PMC6196278,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6196278/,,Neo4j,Neo4j,PMC:Query3; PMC:Neo4j; PMC:Query2
614,10.3389/fnhum.2014.00370,24917804,PMC4042686,A,Virtuoso,Virtuoso,"Zao, John K.; Gan, Tchin-Tze; You, Chun-Kai; Chung, Cheng-En; Wang, Yu-Te; Rodríguez Méndez, Sergio José; Mullen, Tim; Yu, Chieh; Kothe, Christian; Hsiao, Ching-Teng; Chu, San-Liang; Shieh, Ce-Kuen; Jung, Tzyy-Ping",Pervasive brain monitoring and data sharing based on multi-tier distributed computing and linked data technology,2014,Frontiers in Human Neuroscience,,"EEG-based Brain-computer interfaces (BCI) are facing basic challenges in real-world applications. The technical difficulties in developing truly wearable BCI systems that are capable of making reliable real-time prediction of users' cognitive states in dynamic real-life situations may seem almost insurmountable at times. Fortunately, recent advances in miniature sensors, wireless communication and distributed computing technologies offered promising ways to bridge these chasms. In this paper, we report an attempt to develop a pervasive on-line EEG-BCI system using state-of-art technologies including multi-tier Fog and Cloud Computing, semantic Linked Data search, and adaptive prediction/classification models. To verify our approach, we implement a pilot system by employing wireless dry-electrode EEG headsets and MEMS motion sensors as the front-end devices, Android mobile phones as the personal user interfaces, compact personal computers as the near-end Fog Servers and the computer clusters hosted by the Taiwan National Center for High-performance Computing (NCHC) as the far-end Cloud Servers. We succeeded in conducting synchronous multi-modal global data streaming in March and then running a multi-player on-line EEG-BCI game in September, 2013. We are currently working with the ARL Translational Neuroscience Branch to use our system in real-life personal stress monitoring and the UCSD Movement Disorder Center to conduct in-home Parkinson's disease patient monitoring experiments. We shall proceed to develop the necessary BCI ontology and introduce automatic semantic annotation and progressive model refinement capability to our system.",2014-06-03,2021-06-05 20:56:20; 2021-06-05 21:12:40; 2021-06-05 20:59:14,,,8,Front Hum Neurosci,,PubMed Central,PMID: 24917804 PMCID: PMC4042686,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042686/,,Virtuoso,Virtuoso,PMC:Query3; PMC:Query2; PMC:Virtuoso
615,10.3389/fninf.2012.00012,22654752,PMC3354345,,,,"Schwartz, Yannick; Barbot, Alexis; Thyreau, Benjamin; Frouin, Vincent; Varoquaux, Gaël; Siram, Aditya; Marcus, Daniel S.; Poline, Jean-Baptiste",PyXNAT: XNAT in Python,2012,Frontiers in Neuroinformatics,,"As neuroimaging databases grow in size and complexity, the time researchers spend investigating and managing the data increases to the expense of data analysis. As a result, investigators rely more and more heavily on scripting using high-level languages to automate data management and processing tasks. For this, a structured and programmatic access to the data store is necessary. Web services are a first step toward this goal. They however lack in functionality and ease of use because they provide only low-level interfaces to databases. We introduce here PyXNAT, a Python module that interacts with The Extensible Neuroimaging Archive Toolkit (XNAT) through native Python calls across multiple operating systems. The choice of Python enables PyXNAT to expose the XNAT Web Services and unify their features with a higher level and more expressive language. PyXNAT provides XNAT users direct access to all the scientific packages in Python. Finally PyXNAT aims to be efficient and easy to use, both as a back-end library to build XNAT clients and as an alternative front-end from the command line.",2012-05-24,2021-06-05 21:13:27,,,6,Front Neuroinform,PyXNAT,PubMed Central,PMID: 22654752 PMCID: PMC3354345,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3354345/,,,,PMC:Query2
616,10.3389/fninf.2019.00062,31611781,PMC6776611,,,,"Sprenger, Julia; Zehl, Lyuba; Pick, Jana; Sonntag, Michael; Grewe, Jan; Wachtler, Thomas; Grün, Sonja; Denker, Michael",odMLtables: A User-Friendly Approach for Managing Metadata of Neurophysiological Experiments,2019,Frontiers in Neuroinformatics,,"An essential aspect of scientific reproducibility is a coherent and complete acquisition of metadata along with the actual data of an experiment. The high degree of complexity and heterogeneity of neuroscience experiments requires a rigorous management of the associated metadata. The odML framework represents a solution to organize and store complex metadata digitally in a hierarchical format that is both human and machine readable. However, this hierarchical representation of metadata is difficult to handle when metadata entries need to be collected and edited manually during the daily routines of a laboratory. With odMLtables, we present an open-source software solution that enables users to collect, manipulate, visualize, and store metadata in tabular representations (in xls or csv format) by providing functionality to convert these tabular collections to the hierarchically structured metadata format odML, and to either extract or merge subsets of a complex metadata collection. With this, odMLtables bridges the gap between handling metadata in an intuitive way that integrates well with daily lab routines and commonly used software products on the one hand, and the implementation of a complete, well-defined metadata collection for the experiment in a standardized format on the other hand. We demonstrate usage scenarios of the odMLtables tools in common lab routines in the context of metadata acquisition and management, and show how the tool can assist in exploring published datasets that provide metadata in the odML format.",2019-09-27,2021-06-05 21:10:37,,,13,Front Neuroinform,odMLtables,PubMed Central,PMID: 31611781 PMCID: PMC6776611,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6776611/,,,,PMC:Query2
617,10.3389/fninf.2020.00036,33071769,PMC7531015,A,Neo4j,Neo4j,"Hedges, David M.; Hegman, John C.; Brown, Jefferson R.; Wilburn, Jack T.; Chapman, Brian E.; Butson, Christopher R.",The International Neuromodulation Registry: An Informatics Framework Supporting Cohort Discovery and Analysis,2020,Frontiers in Neuroinformatics,,"Background: Neuromodulation therapies, such as deep brain stimulation (DBS), spinal cord stimulation (SCS), responsive neurostimulation (RNS), transcranial magnetic stimulation (TMS), transcranial direct stimulation (tDCS), and vagus nerve stimulation (VNS) are used to treat neurological and psychiatric conditions for patients who have failed to benefit from other treatment approaches. Although generally effective, seemingly similar cases often have very different levels of effectiveness. While there is ongoing interest in developing predictors, it can be difficult to aggregate the necessary data from limited cohorts of patients at individual treatment centers. Objective: In order to increase the predictive power in neuromodulation studies, we created an informatics platform called the International Neuromodulation Registry (INR). The INR platform has a data flow process that will allow researchers to pool data across multiple centers to enable population health research. Methods: This custom informatics platform has a Neo4j graph database and includes a harmonization process that allows data from different studies to be aggregated and compared. Users of the INR can download deidentified patient imaging, patient demographic data, device settings, and medical rating scales. The INR supports complex network analysis and patient timeline visualization. Results: The INR currently houses and allows visualization of deidentified imaging and clinical data from hundreds of patients with a wide range of diagnoses and neuromodulation therapies. Conclusion: Ultimately, we believe that widespread adoption of the INR platform will improve population health research in neuromodulation therapy.; Background Neuromodulation therapies, such as deep brain stimulation (DBS), spinal cord stimulation (SCS), responsive neurostimulation (RNS), transcranial magnetic stimulation (TMS), transcranial direct stimulation (tDCS), and vagus nerve stimulation (VNS) are used to treat neurological and psychiatric conditions for patients who have failed to benefit from other treatment approaches. Although generally effective, seemingly similar cases often have very different levels of effectiveness. While there is ongoing interest in developing predictors, it can be difficult to aggregate the necessary data from limited cohorts of patients at individual treatment centers. Objective In order to increase the predictive power in neuromodulation studies, we created an informatics platform called the International Neuromodulation Registry (INR). The INR platform has a data flow process that will allow researchers to pool data across multiple centers to enable population health research. Methods This custom informatics platform has a Neo4j graph database and includes a harmonization process that allows data from different studies to be aggregated and compared. Users of the INR can download deidentified patient imaging, patient demographic data, device settings, and medical rating scales. The INR supports complex network analysis and patient timeline visualization. Results The INR currently houses and allows visualization of deidentified imaging and clinical data from hundreds of patients with a wide range of diagnoses and neuromodulation therapies. Conclusion Ultimately, we believe that widespread adoption of the INR platform will improve population health research in neuromodulation therapy.",2020-09-18; 2020,2021-06-05 20:35:57; 2021-06-05 20:54:31; 2021-06-05 21:10:08; 2021-06-05 21:06:22; 2021-06-05 21:16:51; 2021-06-05 21:24:28,36,,14,Front Neuroinform,The International Neuromodulation Registry,PubMed; PubMed Central,PMID: 33071769 PMCID: PMC7531015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7531015/; http://www.ncbi.nlm.nih.gov/pubmed/33071769,deep brain stimulation; graph database; responsive neurostimulation; spinal cord stimulation; transcranial magnetic stimulation,Neo4j,Neo4j,PMC:Query2; PMC:Query3; PMC:Neo4j; PubMed:Neo4j; PubMed:Query2; PubMed:Query3
