PMID,PMCID,DOI,Link Attachments,Title,1st B-Shortlist,2nd B-Shortlist,final decision,Category - 1st reviewer,Category - 2nd reviewer,Resource name,Availability,Updates,Used DB,Content,Reason for including/ excluding,Keywords,Reviewer keyword annotations,MeSH terms,Date,Author,Publication Title
29186384,PMC5860622,10.1093/bioinformatics/btx738,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5860622/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5860622; http://www.ncbi.nlm.nih.gov/pubmed/29186384,PlanNET: homology-based predicted interactome for multiple planarian transcriptomes; PlanNET: homology-based predicted interactome for multiple planarian transcriptomes.,N?,N,N,INTEGRATED,INTEGRATED,PlanNET,https://compgen.bio.ub.edu/PlanNET,not since 2019,Neo4j,prediction of PPIs in planarian model organism using homology data and human PPI data,excluded: out of scope,,PPI prediction in planarian,"Gene Expression Profiling [methods]; Regeneration; Planarians [genetics]; Sequence Analysis, RNA [methods]; Internet; Software; Humans; Animals; Protein Interaction Maps",2018 Mar 15; 2018-03-15,"Castillo-Lara, S; Castillo-Lara S, Abril JF; Abril, J F; Castillo-Lara, S.; Abril, J. F.","Bioinformatics (Oxford, England); Bioinformatics"
29145629,PMC5753187,10.1093/nar/gkx1132,http://www.ncbi.nlm.nih.gov/pubmed/29145629; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5753187/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5753187,The Reactome Pathway Knowledgebase.; The Reactome Pathway Knowledgebase,Y,Y,Y,PRIMARY,PRIMARY,Reactome GDB,https://reactome.org,"yes, every 3-6m",Neo4j,The GDB (neo4j) version of the Reactome KB,"included: Presents the neo4j version of Reactome, which is one of the major well-established biological resources.",,pathway,"Metabolic Networks and Pathways; Databases, Protein; Knowledge Bases; Molecular Sequence Annotation; Signal Transduction; User-Computer Interface; Databases, Chemical; Internet; Computer Graphics; Humans",2018 Jan 4; 2018-01-04,"Gillespie, Marc; Haw, Robin; Stein, Lincoln; Rothfels, Karen; Shorser, Solomon; Matthews, Lisa; Sidiropoulos, Konstantinos; Milacic, Marija; D'Eustachio, Peter; Jassal, Bijay; Sevilla, Cristoffer; Wu, Guanming; Shamovsky, Veronica; Garapati, Phani; Viteri, Guilherme; Jupe, Steven; Varusai, Thawfeek; Hermjakob, Henning; Roca, Corina Duenas; D’Eustachio, Peter; May, Bruce; Fabregat, Antonio; Weiser, Joel; Fabregat A, Jupe S, Matthews L, Sidiropoulos K, Gillespie M, Garapati P, Haw R, Jassal B, Korninger F, May B, Milacic M, Roca CD, Rothfels K, Sevilla C, Shamovsky V, Shorser S, Varusai T, Viteri G, Weiser J, Wu G, Stein L, Hermjakob H, D'Eustachio P; Korninger, Florian",Nucleic acids research; Nucleic Acids Research
28416946,PMC5389944,10.5808/GI.2017.15.1.19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389944/; http://www.ncbi.nlm.nih.gov/pubmed/28416946; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389944,Use of Graph Database for the Integration of Heterogeneous Biological Data; Use of Graph Database for the Integration of Heterogeneous Biological Data.,Y,Y,Y,REVIEW,REVIEW,,,,Neo4j,Integration of various biological resources and exploration of the content,"included: Presents a GDB approach for integration, visualisation and exploration of biological data. It also makes a comparison regarding the performance between MySQL and Neo4j.",Neo4j; heterogeneous biological data; biological network; data mining; query performance; graph database,multi-omics intergation,,2017 Mar; 2017-03,"Kim, Seon-Kyu; Kim, Seon-Young; Yoon, Byoung-Ha; Yoon BH, Kim SK, Kim SY",Genomics & informatics; Genomics & Informatics
27993779,PMC5408918,10.1093/bioinformatics/btw731,http://www.ncbi.nlm.nih.gov/pubmed/27993779; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5408918/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5408918,Recon2Neo4j: applying graph database technologies for managing comprehensive genome-scale networks.; Recon2Neo4j: applying graph database technologies for managing comprehensive genome-scale networks,Y,Y,Y,SOFTWARE,SOFTWARE,Recon2Neo4j,https://github.com/ibalaur/MetabolicFramework,no,Neo4j,Integration of the Recon2 human metabolism reconstruction into Neo4j,included: Describes the integration and exploration of the human metabolic network available in Recon via a neo4j approach. It also shows the connection between SBML systems biology standard format and neo4j. ,,human metabolism,"Models, Biological; Database Management Systems; Software; Humans; Genome; Computer Graphics; Metabolic Networks and Pathways [genetics]; Databases, Factual",2017 Apr 1; 2017-04-01,"Auffray, Charles; Lysenko, Artem; Balaur I, Mazein A, Saqi M, Lysenko A, Rawlings CJ, Auffray C; Rawlings, Christopher J; Balaur, Irina; Rawlings, Christopher J.; Saqi, Mansoor; Mazein, Alexander","Bioinformatics (Oxford, England); Bioinformatics"
27577487,,,http://www.ncbi.nlm.nih.gov/pubmed/27577487; https://pubmed.ncbi.nlm.nih.gov/27577487,Semi-Automated Annotation of Biobank Data Using Standard Medical Terminologies in a Graph Database.; Semi-Automated Annotation of Biobank Data Using Standard Medical Terminologies in a Graph Database,Y?,N,N,ONTOLOGY,ONTOLOGY,,,,BlazeGraph (RDF),It is a knowledge base for Orphanet Rare Disease Ontology and Human Disease Ontology variables from EHR resources,excluded: out of scope,,ontology,"Semantics; Systems Integration; Information Storage and Retrieval [methods]; Biological Specimen Banks; Humans; Databases, Factual",2016,"Hofer, Philipp; Hofer P, Neururer S, Goebel G; Neururer, Sabrina; Goebel, Georg",Studies in Health Technology and Informatics; Studies in health technology and informatics
26804977,PMC4726433,10.1038/srep19820,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4726433/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4726433; http://www.ncbi.nlm.nih.gov/pubmed/26804977,Semantic interrogation of a multi knowledge domain ontological model of tendinopathy identifies four strong candidate risk genes; Semantic interrogation of a multi knowledge domain ontological model of tendinopathy identifies four strong candidate risk genes.,Y,Y,N,ONTOLOGY,ONTOLOGY,BORG,NotAvailable,,Neo4j,It is a knowledge base integrating human and orthological biomedical data,excluded: resource not available,,Biomedicine,"Collagen Type XI [genetics]; Genome, Human; Integrin beta3 [genetics]; Mice; Semantics; Tendons [metabolism]; Molecular Sequence Annotation; Tendinopathy [genetics]; Genetic Association Studies; Databases, Factual; Rats; Genetic Predisposition to Disease; Humans; Computational Biology [methods]; Scavenger Receptors, Class E [genetics]; Animals",2016-01-25; 2016 Jan 25,"Gamieldien, Junaid; Saunders, Colleen J.; Saunders CJ, Jalali Sefid Dashti M, Gamieldien J; Jalali Sefid Dashti, Mahjoubeh",Scientific reports; Scientific Reports
30533503,PMC6245218,10.1007/s41109-016-0015-y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6245218/; http://www.ncbi.nlm.nih.gov/pubmed/30533503; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6245218,Supporting novel biomedical research via multilayer collaboration networks.; Supporting novel biomedical research via multilayer collaboration networks,N,N,N,OTHERS,OTHERS,Synergy Landscapes,,,Neo4j,it explores connections among research community,excluded: out of scope,Heterogeneous multilayer networks; Coauthorship networks; Neo4j; Collaboration networks; Network analysis; Molecular networks; PubMed; Disruptive science; Personalized PageRank,research group management/ Social networks,,2016,"Szymanski, Boleslaw K.; Lu, Xiaoyan; Gaiteri, Chris; Kuzmin, Konstantin; Zhuang, Juntao; Mukherjee, Partha Sarathi; Kuzmin K, Lu X, Mukherjee PS, Zhuang J, Gaiteri C, Szymanski BK",Applied Network Science; Applied network science
26708334,PMC4824131,10.1093/bioinformatics/btv739,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4824131; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4824131/; http://www.ncbi.nlm.nih.gov/pubmed/26708334,HitWalker2: visual analytics for precision medicine and beyond.; HitWalker2: visual analytics for precision medicine and beyond,Y,Y,Y,SOFTWARE,SOFTWARE,HitWalker2,https://github.com/biodev/HitWalker2,no,Neo4j,it facilitates visual exploration of the existing HitWalker package developed for the translational research,included: the data is stored in Neo4j,,knowledge base,Programming Languages; Precision Medicine; Software; Humans,2016 Apr 15; 2016-04-15,"Wilmot, Beth; Bottomly, Daniel; Bottomly D, McWeeney SK, Wilmot B; McWeeney, Shannon K.","Bioinformatics (Oxford, England); Bioinformatics"
26657893,PMC4722177,10.1093/pcp/pcv200,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4722177; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4722177/; http://www.ncbi.nlm.nih.gov/pubmed/26657893,"HRGRN: A Graph Search-Empowered Integrative Database of Arabidopsis Signaling Transduction, Metabolism and Gene Regulation Networks; HRGRN: A Graph Search-Empowered Integrative Database of Arabidopsis Signaling Transduction, Metabolism and Gene Regulation Networks.",Y?,Y,Y,INTEGRATED,INTEGRATED,HRGRN,http://plantgrn.noble.org/hrgrn/,,Neo4j,"HRGRN, an integrative database of Arabidopsis molecular networks",inlcuded: an integrated GDB for Arabidopsis molecular networks,Graph database; Plant signal transduction; Graph search; Gene regulatory network; Biological network; Metabolic pathway,Plant signal transduction,"Gene Regulatory Networks; Databases, Genetic; Arabidopsis Proteins [genetics]; Signal Transduction; Internet; Software; Algorithms; Arabidopsis [genetics]",2016 Jan; 2016-01,"Li, Jun; Liu, Tingsong; Dai, Xinbin; Dai X, Li J, Liu T, Zhao PX; Zhao, Patrick Xuechun",Plant & cell physiology; Plant and Cell Physiology; Plant & Cell Physiology
26656740,PMC4684231,10.1371/journal.pone.0144578,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4684231; http://www.ncbi.nlm.nih.gov/pubmed/26656740; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4684231/,Property Graph vs RDF Triple Store: A Comparison on Glycan Substructure Search; Property Graph vs RDF Triple Store: A Comparison on Glycan Substructure Search.,N?,N,N,REVIEW,METHOD,,,,,provides a techinical comparison on GDB and RDF,excluded: out of scope,,technical comparison,"Computational Biology; Software; Information Storage and Retrieval; Polysaccharides [metabolism]; Molecular Structure; Databases, Factual",2015-12-14; 2015,"Horlacher, Oliver; Mariethoz, Julien; Alocci D, Mariethoz J, Horlacher O, Bolleman JT, Campbell MP, Lisacek F; Bolleman, Jerven T.; Campbell, Matthew P.; Lisacek, Frederique; Alocci, Davide",PloS One; PLoS ONE; PloS one
26262393,,,https://pubmed.ncbi.nlm.nih.gov/26262393; http://www.ncbi.nlm.nih.gov/pubmed/26262393,Constructing a Graph Database for Semantic Literature-Based Discovery.; Constructing a Graph Database for Semantic Literature-Based Discovery,N,N,N,METHOD,METHOD,SemMedDB,,,Neo4j,A database for semantic relations between biomedical concepts extracted with SemRep from Medline,excluded: out of scope,,"semantic search, text mining","Semantics; Natural Language Processing; Periodicals as Topic; Database Management Systems; Data Mining [methods]; Terminology as Topic; Machine Learning; Vocabulary, Controlled; Databases, Factual",2015,"Dinevski, Dejan; Kastrin, Andrej; Hristovski D, Kastrin A, Dinevski D, Rindflesch TC; Rindflesch, Thomas C.; Hristovski, Dimitar",Studies in Health Technology and Informatics; Studies in health technology and informatics
25520553,PMC4260769,10.4137/CIN.S13895,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4260769/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4260769; http://www.ncbi.nlm.nih.gov/pubmed/25520553,Semantically Linking In Silico Cancer Models; Semantically linking in silico cancer models.; Semantically linking in silico cancer models,Y,Y,Y,METHOD,METHOD,GraphGist ,http://gist.neo4j.org/6038a7b526bfa48da2c0,not maintained,Neo4j,A GDB-based system to integrate cancer computational models encoded in the TumorML format ,included: an integrated GDB for cancer computational models,property graphs; model exploration; in silico oncology; tumor modeling; neo4j,Biomedicine:Cancer,,2014; 2014-12-08,"Deisboeck, Thomas S.; Johnson, David; Wang, Zhihui; Quaiser, Tom; Johnson D, Connor AJ, McKeever S, Wang Z, Deisboeck TS, Quaiser T, Shochat E; Connor, Anthony J; Deisboeck, Thomas S; McKeever, Steve; Connor, Anthony J.; Shochat, Eliezer",Cancer Informatics; Cancer informatics
19834159,,10.1109/TVCG.2009.108,https://pubmed.ncbi.nlm.nih.gov/19834159; http://www.ncbi.nlm.nih.gov/pubmed/19834159,"""Search, show context, expand on demand"": supporting large graph exploration with degree-of-interest.; ""Search, show context, expand on demand"": supporting large graph exploration with degree-of-interest",N,N,N,METHOD,METHOD,,,,,A demonstration of the use of Furnas' original degree of interest function to extract useful contextual subgraphs form graphs and visualize them,excluded: out of scope,,technical,,2009-12; 2009 Nov-Dec,"van Ham, Frank; Perer, Adam; van Ham F, Perer A",IEEE transactions on visualization and computer graphics
36776967,PMC9908962,10.3389/fphys.2023.1076533,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9908962; https://doi.org/10.3389/fphys.2023.1076533,Virtual Fly Brain—An interactive atlas of the Drosophila nervous system,N,N,N,INTEGRATED,INTEGRATED,VFB-KB,https://github.com/VirtualFlyBrain,yes,Neo4j,"A web application & API for 3D images of neurons and brain regions, connectomics, transcriptomics and reagent expression data covering the whole CNS in both larva and adult.",excluded: out of scope,atlas; ontology; transcriptomics; connectomics; drosophila; FAIR; neurobiology,Drosophila nervous system,,2023 Jan 26,"Court R, Costa M, Pilgrim C, Millburn G, Holmes A, McLachlan A, Larkin A, Matentzoglu N, Kir H, Parkinson H, Brown NH, O’Kane CJ, Armstrong JD, Jefferis GS, Osumi-Sutherland D",Frontiers in Physiology
36823319,PMC10011132,10.1038/s41588-023-01327-9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10011132; https://doi.org/10.1038/s41588-023-01327-9,Network expansion of genetic associations defines a pleiotropy map of human cell biology,Y,Y,Y,INTEGRATED,INTEGRATED,OTAR interactome,ftp://ftp.ebi.ac.uk/pub/databases/intact/various/ot_graphdb/current),,Neo4j,Integrated resource + graph-based analytics,included: shows an illustrative example for the PPI-based resources and graph-based methods applied.,,general biomed; inflammatory bowel disease,"Cell Biology; Genetic Association Studies [methods]; Phenotype; Disease [genetics]; Autoimmune Diseases [genetics]; Ubiquitination [genetics]; RNA Processing, Post-Transcriptional [genetics]; Humans; Drug Repositioning [methods]; Cells [metabolism]; Inflammatory Bowel Diseases [genetics]; Genome-Wide Association Study; Genetic Pleiotropy",2023 Feb 23,"Barrio-Hernandez I, Schwartzentruber J, Shrivastava A, del-Toro N, Gonzalez A, Zhang Q, Mountjoy E, Suveges D, Ochoa D, Ghoussaini M, Bradley G, Hermjakob H, Orchard S, Dunham I, Anderson CA, Porras P, Beltrao P",Nature Genetics
36855134,PMC9972634,10.1186/s12967-023-04011-y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9972634; https://doi.org/10.1186/s12967-023-04011-y,Precision information extraction for rare disease epidemiology at scale,N,N,N,INTEGRATED,METHOD,EpiPipeline4RD,,,Neo4j,A pipeline using ML to develop a corpus of rare diseases,excluded: out of scope,,epidemiology; rare diseases,"Rare Diseases [diagnosis]; Cholestasis; Public Health; Humans; Information Storage and Retrieval; Acidosis, Lactic",2023 Feb 28,"Kariampuzha WZ, Alyea G, Qu S, Sanjak J, Mathé E, Sid E, Chatelaine H, Yadaw A, Xu Y, Zhu Q",Journal of Translational Medicine
36772264,PMC9920032,10.3390/s23031223,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9920032; https://doi.org/10.3390/s23031223,An Improved DDPG and Its Application in Spacecraft Fault Knowledge Graph,N,N,N,OTHERS,OTHERS,,,,,A deep deterministic policy gradient (DDPG) algorithm for spacecraft fault,excluded: out of scope,representation learning; relational reasoning; knowledge graph; deep reinforcement learning,,,2023 Jan 20,"Xing X, Wang S, Liu W","Sensors (Basel, Switzerland)"
36777631,PMC9908338,10.1155/2023/2088698,https://doi.org/10.1155/2023/2088698; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9908338,Combining the External Medical Knowledge Graph Embedding to Improve the Performance of Syndrome Differentiation Model,N,N,N,METHOD,METHOD,TCMKG,,,Neo4j,sympthom - syndrome predicting system (EHR data),excluded: out of scope,,,,2023 Feb 1,"Ye Q, Yang R, Cheng CL, Peng L, Lan Y",Evidence-based Complementary and Alternative Medicine : eCAM
36694161,PMC9875417,10.1186/s12911-023-02115-5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9875417; https://doi.org/10.1186/s12911-023-02115-5,Interoperability of heterogeneous health information systems: a systematic literature review,N,N,N,REVIEW,REVIEW,,,,,A review on the interoperability requirements for heterogeneous health information systems,excluded: out of scope,Interoperability; Electronic health record; Health information systems; Requirements; Heterogeneous,,Health Information Systems; Electronic Health Records; Systematized Nomenclature of Medicine; Humans,2023 Jan 24,"Torab-Miandoab A, Samad-Soltani T, Jodati A, Rezaei-Hachesu P",BMC Medical Informatics and Decision Making
36693887,PMC9873614,10.1038/s41597-022-01886-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9873614; https://doi.org/10.1038/s41597-022-01886-2,Brain Data Standards - A method for building data-driven cell-type ontologies,Y,Y,Y,ONTOLOGY,ONTOLOGY,neo4j2owl,https://github.com/VirtualFlyBrain/neo4j2owl,,Neo4j,pipeline to develop cell type ontology for brain tissues,"inlcuded: a tool to develop ontologies related to brain data, backed by a GDB",,NNDs,Biological Ontologies; Callithrix; Mice; Brain; Humans; Data Collection [standards]; Animals,2023 Jan 24,"Tan SZ, Kir H, Aevermann BD, Gillespie T, Harris N, Hawrylycz MJ, Jorstad NL, Lein ES, Matentzoglu N, Miller JA, Mollenkopf TS, Mungall CJ, Ray PL, Sanchez RE, Staats B, Vermillion J, Yadav A, Zhang Y, Scheuermann RH, Osumi-Sutherland D",Scientific Data
36181380,PMC9841296,10.1111/cts.13431,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9841296; https://doi.org/10.1111/cts.13431,Artificial intelligence in pharmacology research and practice,N,N,N,REVIEW,REVIEW,,,,,it is a mini-review on AI/ ML for pharmacology,excluded: out of scope,,,Natural Language Processing; Artificial Intelligence; Humans,2022 Oct 17,"van der Lee M, Swen JJ",Clinical and Translational Science
36454018,PMC9825523,10.1093/nar/gkac1031,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9825523; https://doi.org/10.1093/nar/gkac1031,GeneFriends: gene co-expression databases and tools for humans and model organisms,Y,Y,Y,INTEGRATED,INTEGRATED,GeneFriends,http://www.genefriends.org,yes,Neo4j,gene co-expression database,included: a GDB for gene expression,,,"Gene Regulatory Networks; Databases, Genetic; RNA; Sequence Analysis, RNA; Gene Expression Profiling; Humans; Animals",2022 Dec 1,"Raina P, Guinea R, Chatsirisupachai K, Lopes I, Farooq Z, Guinea C, Solyom CA, de Magalhães JP; Raina P, Guinea R, Chatsirisupachai K, Lopes I, Farooq Z, Guinea C, Solyom CA, de Magalhães JP",Nucleic Acids Research
36243959,PMC9825460,10.1093/nar/gkac821,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9825460; https://doi.org/10.1093/nar/gkac821,TWAS Atlas: a curated knowledgebase of transcriptome-wide association studies,Y,Y,Y,INTEGRATED,INTEGRATED,TWAS Atlas,https://ngdc.cncb.ac.cn/twas/,,Neo4j,"manually colected gene–trait associations, single nucleotide polymorphism (SNP)–gene associations ",included: Describes a manually curated knowledge base of transcriptome-wide association studies.,,,"Knowledge Bases; Phenotype; Polymorphism, Single Nucleotide; Transcriptome [genetics]; Quantitative Trait Loci; Humans; Genetic Predisposition to Disease; Genome-Wide Association Study [methods]",2022 Oct 16,"Lu M, Zhang Y, Yang F, Mai J, Gao Q, Xu X, Kang H, Hou L, Shang Y, Qain Q, Liu J, Jiang M, Zhang H, Bu C, Wang J, Zhang Z, Zhang Z, Zeng J, Li J, Xiao J",Nucleic Acids Research
36305870,PMC9825457,10.1093/nar/gkac939,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9825457; https://doi.org/10.1093/nar/gkac939,RiboXYZ: a comprehensive database for visualizing and analyzing ribosome structures,N,N,N,INTEGRATED,INTEGRATED,RiboXYZ,https://ribosome.xyz,,Neo4j,biochemical resource,excluded: no GDB use,,,"Molecular Biology; Binding Sites; Ribosomes [chemistry]; Databases, Factual; RNA [chemistry]; Proteins [chemistry]",2022 Oct 28,"Kushner A, Petrov AS, Dao Duc K; Kushner A, Petrov AS, Dao Duc K",Nucleic Acids Research
36169223,PMC9825421,10.1093/nar/gkac831,https://doi.org/10.1093/nar/gkac831; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9825421,GotEnzymes: an extensive database of enzyme parameter predictions,N,N,N,INTEGRATED,INTEGRATED,GotEnzymes,https://metabolicatlas.org/gotenzymes,,,a knowledge base for the metadata from research devices along with the produced data,excluded: out of scope,,data management,"Enzymes [chemistry]; Artificial Intelligence; Databases, Factual",2022 Sep 28,"Li F, Chen Y, Anton M, Nielsen J",Nucleic Acids Research
36617065,PMC9824845,10.3390/s23010468,https://doi.org/10.3390/s23010468; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9824845,Establishing Reliable Research Data Management by Integrating Measurement Devices Utilizing Intelligent Digital Twins,N,N,N,METHOD,METHOD,,,,,digital twins and daat integration tools,excluded: out of scope,research 4.0; cyber–physical system; ontology; sensor data; knowledge graph; FAIR; research data management; digital twin,,Metadata; Digital Technology; Data Management; Intelligence; Records,2023 Jan 1,"Lehmann J, Schorz S, Rache A, Häußermann T, Rädle M, Reichwald J","Sensors (Basel, Switzerland)"
36621289,PMC9807269,10.1016/j.compbiolchem.2022.107808,https://doi.org/10.1016/j.compbiolchem.2022.107808; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9807269,Extraction of knowledge graph of Covid-19 through mining of unstructured biomedical corpora,N,N,N,INTEGRATED,INTEGRATED,,no information about availability given,,Neo4j,A knolwedge base from multiple recources for COVID-19,excluded: resource not available,BERT; Biomedical Named Entity Recognition (BioNER); Relation Extraction (RE); Knowledge graph; Representation learning; BiLSTM,COVID-19,"COVID-19; Data Mining [methods]; Humans; Pattern Recognition, Automated",2023 Jan 2,"Gajendran S, Manjula D, Sugumaran V, Hema R",Computational Biology and Chemistry
36601624,PMC9806718,10.1093/braincomms/fcac322,https://doi.org/10.1093/braincomms/fcac322; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9806718,"Establishing ground truth in the traumatic brain injury literature: if replication is the answer, then what are the questions?",N,N,N,OTHERS,OTHERS,,,,Neo4j,semantic knowledgebase for publications on brain injury,excluded: out of scope,reproducibility; replication crisis; meta-science; traumatic brain injury; citation network,,,2022 Dec 8,"Priestley DR, Staph J, Koneru SD, Rajtmajer SM, Cwiek A, Vervoordt S, Hillary FG",Brain Communications
36600882,PMC9797490,10.1093/ehjopen/oeac069,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9797490; https://doi.org/10.1093/ehjopen/oeac069,NT-proBNP and stem cell factor plasma concentrations are independently associated with cardiovascular outcomes in end-stage renal disease hemodialysis patients,N,N,N,OTHERS,OTHERS,FHF-GKBox,not available,,Neo4j,"a neo4j instance is used for integration of the protein–disease and protein–protein relationships in the fight heart-failure graph knowlegde box (FHF-GKBox), but no further details (url, accessibility, updates etc.) are provided on the neo4j resource; a knowledge base for cardivascular, with OLINK proteins",excluded: resource not available,Cardiovascular; Stem cell factor; NT-proBNP; Chronic hemodialysis; Prognosis,disease-specific: cardiovascular,,2022 Nov 9,"Rossignol P, Duarte K, Bresso E, A Å, Devignes MD, Eriksson N, Girerd N, Glerup R, Jardine AG, Holdaas H, Lamiral Z, Leroy C, Massy Z, März W, Krämer B, Wu PH, Schmieder R, Soveri I, Christensen JH, Svensson M, Zannad F, Fellström B",European Heart Journal Open
36326815,PMC9673000,10.2196/35709,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9673000; https://doi.org/10.2196/35709,The Application of Graph Theoretical Analysis to Complex Networks in Medical Malpractice in China: Qualitative Study,N,N,N,OTHERS,OTHERS,,,,Neo4j,A resource for tracking malpractice in China,excluded: out of scope,health systems; scale-free network; hub nodes; patient safety management; medical malpractice; complex network,,,2022 Nov 3,"Dong S, Shi C, Zeng W, Jia Z, Dong M, Xiao Y, Li G",JMIR Medical Informatics
36368948,PMC9652854,10.1186/s12859-022-05026-w,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9652854; https://doi.org/10.1186/s12859-022-05026-w,DIAMIN: a software library for the distributed analysis of large-scale molecular interaction networks,Y?,Y,N,SOFTWARE,SOFTWARE,,,,Neo4j,A distributed computing java-based library for biological networks,excluded: out of scope,Big data analytics; Biological networks; Molecular interactions; Large scale networks,,"Software; Algorithms; Computational Biology [methods]; Gene Library; Databases, Factual",2022 Nov 11,"Di Rocco L, Ferraro Petrillo U, Rombo SE",BMC Bioinformatics
36388397,PMC9650434,10.3389/frai.2022.1051182,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9650434; https://doi.org/10.3389/frai.2022.1051182,Editorial: Biomedical informatics applications in rare diseases,N,N,N,OTHERS,OTHERS,,,,,An editorial on several talks from BIBM 2021 on rare disease - one using a neo4j implementation,excluded: out of scope,natural language processing (NLP); knowledge graph (KG); data integration; rare disease (RD); clinical decision support (CDS),,,2022 Oct 27,"Zhu Q, Chen YZ, Xu Y",Frontiers in Artificial Intelligence
36320897,PMC9596238,10.1155/2022/6807484,https://doi.org/10.1155/2022/6807484; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9596238,"Semantic Web in Healthcare: A Systematic Literature Review of Application, Research Gap, and Future Research Avenues",N,N,N,REVIEW,REVIEW,,,,Neo4j; Virtuoso; RDF; ArangoDB,"A systematic review on GDBs  including the benefits and limitations of different approaches. It also discusses the various tools and software available for working with GDBs, as well as the challenges associated with integrating data from multiple sources.",excluded: out of scope,,healthcare,Health Personnel; Delivery of Health Care; Decision Making; Humans; Health Services; Semantic Web,2022 Oct 18,"Haque AK, Arifuzzaman BM, Siddik SA, Kalam A, Shahjahan TS, Saleena TS, Alam M, Islam MR, Ahmmed F, Hossain MJ",International Journal of Clinical Practice
36711546,PMC9882000,10.1101/2023.01.05.522941,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9882000; https://doi.org/10.1101/2023.01.05.522941,Hetnet connectivity search provides rapid insights into how two biomedical entities are related,Y,Y,N,INTEGRATED,INTEGRATED,Hetnet,https://neo4j.het.io,,Neo4j,A KG for heterogeneous relationships and data types in systems biology,excluded: preprint,,knowledge base,,2023 Jan 7,"Himmelstein DS, Zietz M, Rubinetti V, Kloster K, Heil BJ, Alquaddoomi F, Hu D, Nicholson DN, Hao Y, Sullivan BD, Nagle MW, Greene CS",bioRxiv
36674072,PMC9859143,10.3390/ijerph20021317,https://doi.org/10.3390/ijerph20021317; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9859143,Infant Low Birth Weight Prediction Using Graph Embedding Features,N?,N,N,INTEGRATED,INTEGRATED,,,,Neo4j,"A knowledge base on predicting/ evaluating the clinical status of newborns using clinical features, including infant birth weight ",excluded: out of scope,birth weight prediction; healthcare; topological features; knowledge graph; low birth weight,clinical evaluation of newborns,"Birth Weight; Parturition; Mothers; Infant; Humans; Female; Pregnancy; Infant, Low Birth Weight; Cohort Studies; Infant, Newborn",2023 Jan 11,"Khan W, Zaki N, Ahmad A, Bian J, Ali L, Mehedy Masud M, Ghenimi N, Ahmed LA",International Journal of Environmental Research and Public Health
36658254,PMC9851594,10.1038/s41598-023-27743-9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9851594; https://doi.org/10.1038/s41598-023-27743-9,Semantic wikis as flexible database interfaces for biomedical applications,N,N,N,OTHERS,OTHERS,tsv2smw,https://github.com/mfalda/tsv2swm,,,It focuses on a new text-mining tool designed for biomedical research,excluded: out of scope,,text-mining for biomedical area,"Databases, Factual; Semantics; Software",2023 Jan 19,"Falda M, Atzori M, Corbetta M",Scientific Reports
